,roll:1000_sd:1.0_stopwin:10,roll:1000_sd:1.0_stopwin:2,roll:1000_sd:1.0_stopwin:3,roll:1000_sd:1.0_stopwin:4,roll:1000_sd:1.0_stopwin:5,roll:1000_sd:1.0_stopwin:6,roll:1000_sd:1.0_stopwin:7,roll:1000_sd:1.0_stopwin:8,roll:1000_sd:1.0_stopwin:9,roll:1000_sd:1.5_stopwin:10,roll:1000_sd:1.5_stopwin:2,roll:1000_sd:1.5_stopwin:3,roll:1000_sd:1.5_stopwin:4,roll:1000_sd:1.5_stopwin:5,roll:1000_sd:1.5_stopwin:6,roll:1000_sd:1.5_stopwin:7,roll:1000_sd:1.5_stopwin:8,roll:1000_sd:1.5_stopwin:9,roll:1000_sd:2.0_stopwin:10,roll:1000_sd:2.0_stopwin:2,roll:1000_sd:2.0_stopwin:3,roll:1000_sd:2.0_stopwin:4,roll:1000_sd:2.0_stopwin:5,roll:1000_sd:2.0_stopwin:6,roll:1000_sd:2.0_stopwin:7,roll:1000_sd:2.0_stopwin:8,roll:1000_sd:2.0_stopwin:9,roll:1000_sd:2.5_stopwin:10,roll:1000_sd:2.5_stopwin:2,roll:1000_sd:2.5_stopwin:3,roll:1000_sd:2.5_stopwin:4,roll:1000_sd:2.5_stopwin:5,roll:1000_sd:2.5_stopwin:6,roll:1000_sd:2.5_stopwin:7,roll:1000_sd:2.5_stopwin:8,roll:1000_sd:2.5_stopwin:9,roll:1000_sd:3.0_stopwin:10,roll:1000_sd:3.0_stopwin:2,roll:1000_sd:3.0_stopwin:3,roll:1000_sd:3.0_stopwin:4,roll:1000_sd:3.0_stopwin:5,roll:1000_sd:3.0_stopwin:6,roll:1000_sd:3.0_stopwin:7,roll:1000_sd:3.0_stopwin:8,roll:1000_sd:3.0_stopwin:9,roll:1000_sd:3.5_stopwin:10,roll:1000_sd:3.5_stopwin:2,roll:1000_sd:3.5_stopwin:3,roll:1000_sd:3.5_stopwin:4,roll:1000_sd:3.5_stopwin:5,roll:1000_sd:3.5_stopwin:6,roll:1000_sd:3.5_stopwin:7,roll:1000_sd:3.5_stopwin:8,roll:1000_sd:3.5_stopwin:9,roll:1000_sd:4.0_stopwin:10,roll:1000_sd:4.0_stopwin:2,roll:1000_sd:4.0_stopwin:3,roll:1000_sd:4.0_stopwin:4,roll:1000_sd:4.0_stopwin:5,roll:1000_sd:4.0_stopwin:6,roll:1000_sd:4.0_stopwin:7,roll:1000_sd:4.0_stopwin:8,roll:1000_sd:4.0_stopwin:9,roll:2000_sd:1.0_stopwin:10,roll:2000_sd:1.0_stopwin:2,roll:2000_sd:1.0_stopwin:3,roll:2000_sd:1.0_stopwin:4,roll:2000_sd:1.0_stopwin:5,roll:2000_sd:1.0_stopwin:6,roll:2000_sd:1.0_stopwin:7,roll:2000_sd:1.0_stopwin:8,roll:2000_sd:1.0_stopwin:9,roll:2000_sd:1.5_stopwin:10,roll:2000_sd:1.5_stopwin:2,roll:2000_sd:1.5_stopwin:3,roll:2000_sd:1.5_stopwin:4,roll:2000_sd:1.5_stopwin:5,roll:2000_sd:1.5_stopwin:6,roll:2000_sd:1.5_stopwin:7,roll:2000_sd:1.5_stopwin:8,roll:2000_sd:1.5_stopwin:9,roll:2000_sd:2.0_stopwin:10,roll:2000_sd:2.0_stopwin:2,roll:2000_sd:2.0_stopwin:3,roll:2000_sd:2.0_stopwin:4,roll:2000_sd:2.0_stopwin:5,roll:2000_sd:2.0_stopwin:6,roll:2000_sd:2.0_stopwin:7,roll:2000_sd:2.0_stopwin:8,roll:2000_sd:2.0_stopwin:9,roll:2000_sd:2.5_stopwin:10,roll:2000_sd:2.5_stopwin:2,roll:2000_sd:2.5_stopwin:3,roll:2000_sd:2.5_stopwin:4,roll:2000_sd:2.5_stopwin:5,roll:2000_sd:2.5_stopwin:6,roll:2000_sd:2.5_stopwin:7,roll:2000_sd:2.5_stopwin:8,roll:2000_sd:2.5_stopwin:9,roll:2000_sd:3.0_stopwin:10,roll:2000_sd:3.0_stopwin:2,roll:2000_sd:3.0_stopwin:3,roll:2000_sd:3.0_stopwin:4,roll:2000_sd:3.0_stopwin:5,roll:2000_sd:3.0_stopwin:6,roll:2000_sd:3.0_stopwin:7,roll:2000_sd:3.0_stopwin:8,roll:2000_sd:3.0_stopwin:9,roll:2000_sd:3.5_stopwin:10,roll:2000_sd:3.5_stopwin:2,roll:2000_sd:3.5_stopwin:3,roll:2000_sd:3.5_stopwin:4,roll:2000_sd:3.5_stopwin:5,roll:2000_sd:3.5_stopwin:6,roll:2000_sd:3.5_stopwin:7,roll:2000_sd:3.5_stopwin:8,roll:2000_sd:3.5_stopwin:9,roll:2000_sd:4.0_stopwin:10,roll:2000_sd:4.0_stopwin:2,roll:2000_sd:4.0_stopwin:3,roll:2000_sd:4.0_stopwin:4,roll:2000_sd:4.0_stopwin:5,roll:2000_sd:4.0_stopwin:6,roll:2000_sd:4.0_stopwin:7,roll:2000_sd:4.0_stopwin:8,roll:2000_sd:4.0_stopwin:9,roll:3000_sd:1.0_stopwin:10,roll:3000_sd:1.0_stopwin:2,roll:3000_sd:1.0_stopwin:3,roll:3000_sd:1.0_stopwin:4,roll:3000_sd:1.0_stopwin:5,roll:3000_sd:1.0_stopwin:6,roll:3000_sd:1.0_stopwin:7,roll:3000_sd:1.0_stopwin:8,roll:3000_sd:1.0_stopwin:9,roll:3000_sd:1.5_stopwin:10,roll:3000_sd:1.5_stopwin:2,roll:3000_sd:1.5_stopwin:3,roll:3000_sd:1.5_stopwin:4,roll:3000_sd:1.5_stopwin:5,roll:3000_sd:1.5_stopwin:6,roll:3000_sd:1.5_stopwin:7,roll:3000_sd:1.5_stopwin:8,roll:3000_sd:1.5_stopwin:9,roll:3000_sd:2.0_stopwin:10,roll:3000_sd:2.0_stopwin:2,roll:3000_sd:2.0_stopwin:3,roll:3000_sd:2.0_stopwin:4,roll:3000_sd:2.0_stopwin:5,roll:3000_sd:2.0_stopwin:6,roll:3000_sd:2.0_stopwin:7,roll:3000_sd:2.0_stopwin:8,roll:3000_sd:2.0_stopwin:9,roll:3000_sd:2.5_stopwin:10,roll:3000_sd:2.5_stopwin:2,roll:3000_sd:2.5_stopwin:3,roll:3000_sd:2.5_stopwin:4,roll:3000_sd:2.5_stopwin:5,roll:3000_sd:2.5_stopwin:6,roll:3000_sd:2.5_stopwin:7,roll:3000_sd:2.5_stopwin:8,roll:3000_sd:2.5_stopwin:9,roll:3000_sd:3.0_stopwin:10,roll:3000_sd:3.0_stopwin:2,roll:3000_sd:3.0_stopwin:3,roll:3000_sd:3.0_stopwin:4,roll:3000_sd:3.0_stopwin:5,roll:3000_sd:3.0_stopwin:6,roll:3000_sd:3.0_stopwin:7,roll:3000_sd:3.0_stopwin:8,roll:3000_sd:3.0_stopwin:9,roll:3000_sd:3.5_stopwin:10,roll:3000_sd:3.5_stopwin:2,roll:3000_sd:3.5_stopwin:3,roll:3000_sd:3.5_stopwin:4,roll:3000_sd:3.5_stopwin:5,roll:3000_sd:3.5_stopwin:6,roll:3000_sd:3.5_stopwin:7,roll:3000_sd:3.5_stopwin:8,roll:3000_sd:3.5_stopwin:9,roll:3000_sd:4.0_stopwin:10,roll:3000_sd:4.0_stopwin:2,roll:3000_sd:4.0_stopwin:3,roll:3000_sd:4.0_stopwin:4,roll:3000_sd:4.0_stopwin:5,roll:3000_sd:4.0_stopwin:6,roll:3000_sd:4.0_stopwin:7,roll:3000_sd:4.0_stopwin:8,roll:3000_sd:4.0_stopwin:9,roll:4000_sd:1.0_stopwin:10,roll:4000_sd:1.0_stopwin:2,roll:4000_sd:1.0_stopwin:3,roll:4000_sd:1.0_stopwin:4,roll:4000_sd:1.0_stopwin:5,roll:4000_sd:1.0_stopwin:6,roll:4000_sd:1.0_stopwin:7,roll:4000_sd:1.0_stopwin:8,roll:4000_sd:1.0_stopwin:9,roll:4000_sd:1.5_stopwin:10,roll:4000_sd:1.5_stopwin:2,roll:4000_sd:1.5_stopwin:3,roll:4000_sd:1.5_stopwin:4,roll:4000_sd:1.5_stopwin:5,roll:4000_sd:1.5_stopwin:6,roll:4000_sd:1.5_stopwin:7,roll:4000_sd:1.5_stopwin:8,roll:4000_sd:1.5_stopwin:9,roll:4000_sd:2.0_stopwin:10,roll:4000_sd:2.0_stopwin:2,roll:4000_sd:2.0_stopwin:3,roll:4000_sd:2.0_stopwin:4,roll:4000_sd:2.0_stopwin:5,roll:4000_sd:2.0_stopwin:6,roll:4000_sd:2.0_stopwin:7,roll:4000_sd:2.0_stopwin:8,roll:4000_sd:2.0_stopwin:9,roll:4000_sd:2.5_stopwin:10,roll:4000_sd:2.5_stopwin:2,roll:4000_sd:2.5_stopwin:3,roll:4000_sd:2.5_stopwin:4,roll:4000_sd:2.5_stopwin:5,roll:4000_sd:2.5_stopwin:6,roll:4000_sd:2.5_stopwin:7,roll:4000_sd:2.5_stopwin:8,roll:4000_sd:2.5_stopwin:9,roll:4000_sd:3.0_stopwin:10,roll:4000_sd:3.0_stopwin:2,roll:4000_sd:3.0_stopwin:3,roll:4000_sd:3.0_stopwin:4,roll:4000_sd:3.0_stopwin:5,roll:4000_sd:3.0_stopwin:6,roll:4000_sd:3.0_stopwin:7,roll:4000_sd:3.0_stopwin:8,roll:4000_sd:3.0_stopwin:9,roll:4000_sd:3.5_stopwin:10,roll:4000_sd:3.5_stopwin:2,roll:4000_sd:3.5_stopwin:3,roll:4000_sd:3.5_stopwin:4,roll:4000_sd:3.5_stopwin:5,roll:4000_sd:3.5_stopwin:6,roll:4000_sd:3.5_stopwin:7,roll:4000_sd:3.5_stopwin:8,roll:4000_sd:3.5_stopwin:9,roll:4000_sd:4.0_stopwin:10,roll:4000_sd:4.0_stopwin:2,roll:4000_sd:4.0_stopwin:3,roll:4000_sd:4.0_stopwin:4,roll:4000_sd:4.0_stopwin:5,roll:4000_sd:4.0_stopwin:6,roll:4000_sd:4.0_stopwin:7,roll:4000_sd:4.0_stopwin:8,roll:4000_sd:4.0_stopwin:9
2015-01-05,-211.0,-211.0,-211.0,-211.0,-211.0,-211.0,-211.0,-211.0,-211.0,-186.0,-186.0,-186.0,-186.0,-186.0,-186.0,-186.0,-186.0,-186.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-130.0,-130.0,-130.0,-130.0,-130.0,-130.0,-130.0,-130.0,-130.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-161.0,-161.0,-161.0,-161.0,-161.0,-161.0,-161.0,-161.0,-161.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-136.0,-224.0,-224.0,-224.0,-224.0,-224.0,-224.0,-224.0,-224.0,-224.0,-149.0,-149.0,-149.0,-149.0,-149.0,-149.0,-149.0,-149.0,-149.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,88.0,-43.0,-43.0,88.0,88.0,88.0,88.0,88.0,88.0,119.0,69.0,69.0,69.0,94.0,94.0,94.0,94.0,119.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,57.0,7.0,7.0,32.0,32.0,32.0,32.0,57.0,57.0,88.0,32.0,57.0,82.0,107.0,107.0,107.0,132.0,63.0,119.0,69.0,69.0,94.0,94.0,94.0,94.0,119.0,144.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-205.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,-118.0,63.0,7.0,32.0,57.0,57.0,57.0,82.0,63.0,63.0,138.0,113.0,138.0,132.0,157.0,157.0,182.0,138.0,138.0,119.0,69.0,94.0,94.0,94.0,94.0,119.0,194.0,119.0
2015-01-06,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,77.0,52.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,1.0,70.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,57.0,32.0,38.0,38.0,38.0,38.0,38.0,38.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
2015-01-07,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-31.0,13.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
2015-01-08,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-18.0,1.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,13.0,76.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,-56.0,38.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,38.0,76.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,-56.0,-18.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,-18.0,20.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-56.0,-18.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,273.0,248.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,64.0,96.0,83.0,83.0,64.0,64.0,64.0,64.0,64.0,32.0,114.0,51.0,51.0,32.0,32.0,32.0,32.0,32.0,-56.0,38.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,70.0,89.0,89.0,89.0,70.0,70.0,70.0,70.0,70.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,-6.0,220.0,220.0,38.0,38.0,-6.0,-6.0,-6.0,-6.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,203.0,222.0,222.0,203.0,203.0,203.0,203.0,203.0,203.0,32.0,51.0,51.0,32.0,32.0,32.0,32.0,32.0,32.0,-12.0,7.0,7.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-6.0,220.0,220.0,38.0,38.0,-6.0,-6.0,-6.0,-6.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,121.0,140.0,140.0,121.0,121.0,121.0,121.0,121.0,121.0,32.0,51.0,51.0,32.0,32.0,32.0,32.0,32.0,32.0,63.0,289.0,289.0,63.0,63.0,63.0,63.0,63.0,63.0,-6.0,176.0,176.0,38.0,38.0,-6.0,-6.0,-6.0,-6.0
2015-01-12,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,114.0,77.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,32.0,45.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,-31.0,7.0,13.0,13.0,-31.0,-31.0,-31.0,-31.0,-31.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,-18.0,1.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,32.0,51.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,-56.0,7.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,57.0,32.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,-31.0,-12.0,13.0,13.0,-31.0,-31.0,-31.0,-31.0,-31.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,57.0,32.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,-31.0,-12.0,13.0,13.0,-31.0,-31.0,-31.0,-31.0,-31.0
2015-01-13,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,26.0,89.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,-6.0,44.0,44.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-31.0,-12.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-6.0,44.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,-6.0,44.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-31.0,13.0,13.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0
2015-01-14,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,215.0,253.0,234.0,190.0,215.0,215.0,215.0,215.0,215.0,183.0,158.0,133.0,133.0,183.0,183.0,183.0,183.0,183.0,170.0,202.0,164.0,120.0,145.0,170.0,170.0,170.0,170.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,127.0,152.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,1.0,26.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,82.0,195.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,102.0,127.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,88.0,151.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,19.0,132.0,88.0,19.0,19.0,19.0,19.0,19.0,19.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,20.0,64.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,13.0,57.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,88.0,176.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
