,roll:1000_sd:0.5,roll:1000_sd:0.75,roll:1000_sd:1.0,roll:1000_sd:1.25,roll:1000_sd:1.5,roll:1000_sd:1.75,roll:1000_sd:2.0,roll:1000_sd:2.25,roll:1000_sd:2.5,roll:1000_sd:2.75,roll:1000_sd:3.0,roll:1000_sd:3.25,roll:1000_sd:3.5,roll:1000_sd:3.75,roll:1000_sd:4.0,roll:1500_sd:0.5,roll:1500_sd:0.75,roll:1500_sd:1.0,roll:1500_sd:1.25,roll:1500_sd:1.5,roll:1500_sd:1.75,roll:1500_sd:2.0,roll:1500_sd:2.25,roll:1500_sd:2.5,roll:1500_sd:2.75,roll:1500_sd:3.0,roll:1500_sd:3.25,roll:1500_sd:3.5,roll:1500_sd:3.75,roll:1500_sd:4.0,roll:2000_sd:0.5,roll:2000_sd:0.75,roll:2000_sd:1.0,roll:2000_sd:1.25,roll:2000_sd:1.5,roll:2000_sd:1.75,roll:2000_sd:2.0,roll:2000_sd:2.25,roll:2000_sd:2.5,roll:2000_sd:2.75,roll:2000_sd:3.0,roll:2000_sd:3.25,roll:2000_sd:3.5,roll:2000_sd:3.75,roll:2000_sd:4.0,roll:2500_sd:0.5,roll:2500_sd:0.75,roll:2500_sd:1.0,roll:2500_sd:1.25,roll:2500_sd:1.5,roll:2500_sd:1.75,roll:2500_sd:2.0,roll:2500_sd:2.25,roll:2500_sd:2.5,roll:2500_sd:2.75,roll:2500_sd:3.0,roll:2500_sd:3.25,roll:2500_sd:3.5,roll:2500_sd:3.75,roll:2500_sd:4.0,roll:3000_sd:0.5,roll:3000_sd:0.75,roll:3000_sd:1.0,roll:3000_sd:1.25,roll:3000_sd:1.5,roll:3000_sd:1.75,roll:3000_sd:2.0,roll:3000_sd:2.25,roll:3000_sd:2.5,roll:3000_sd:2.75,roll:3000_sd:3.0,roll:3000_sd:3.25,roll:3000_sd:3.5,roll:3000_sd:3.75,roll:3000_sd:4.0,roll:3500_sd:0.5,roll:3500_sd:0.75,roll:3500_sd:1.0,roll:3500_sd:1.25,roll:3500_sd:1.5,roll:3500_sd:1.75,roll:3500_sd:2.0,roll:3500_sd:2.25,roll:3500_sd:2.5,roll:3500_sd:2.75,roll:3500_sd:3.0,roll:3500_sd:3.25,roll:3500_sd:3.5,roll:3500_sd:3.75,roll:3500_sd:4.0,roll:4000_sd:0.5,roll:4000_sd:0.75,roll:4000_sd:1.0,roll:4000_sd:1.25,roll:4000_sd:1.5,roll:4000_sd:1.75,roll:4000_sd:2.0,roll:4000_sd:2.25,roll:4000_sd:2.5,roll:4000_sd:2.75,roll:4000_sd:3.0,roll:4000_sd:3.25,roll:4000_sd:3.5,roll:4000_sd:3.75,roll:4000_sd:4.0,roll:4500_sd:0.5,roll:4500_sd:0.75,roll:4500_sd:1.0,roll:4500_sd:1.25,roll:4500_sd:1.5,roll:4500_sd:1.75,roll:4500_sd:2.0,roll:4500_sd:2.25,roll:4500_sd:2.5,roll:4500_sd:2.75,roll:4500_sd:3.0,roll:4500_sd:3.25,roll:4500_sd:3.5,roll:4500_sd:3.75,roll:4500_sd:4.0,roll:5000_sd:0.5,roll:5000_sd:0.75,roll:5000_sd:1.0,roll:5000_sd:1.25,roll:5000_sd:1.5,roll:5000_sd:1.75,roll:5000_sd:2.0,roll:5000_sd:2.25,roll:5000_sd:2.5,roll:5000_sd:2.75,roll:5000_sd:3.0,roll:5000_sd:3.25,roll:5000_sd:3.5,roll:5000_sd:3.75,roll:5000_sd:4.0,roll:500_sd:0.5,roll:500_sd:0.75,roll:500_sd:1.0,roll:500_sd:1.25,roll:500_sd:1.5,roll:500_sd:1.75,roll:500_sd:2.0,roll:500_sd:2.25,roll:500_sd:2.5,roll:500_sd:2.75,roll:500_sd:3.0,roll:500_sd:3.25,roll:500_sd:3.5,roll:500_sd:3.75,roll:500_sd:4.0,roll:5500_sd:0.5,roll:5500_sd:0.75,roll:5500_sd:1.0,roll:5500_sd:1.25,roll:5500_sd:1.5,roll:5500_sd:1.75,roll:5500_sd:2.0,roll:5500_sd:2.25,roll:5500_sd:2.5,roll:5500_sd:2.75,roll:5500_sd:3.0,roll:5500_sd:3.25,roll:5500_sd:3.5,roll:5500_sd:3.75,roll:5500_sd:4.0,roll:6000_sd:0.5,roll:6000_sd:0.75,roll:6000_sd:1.0,roll:6000_sd:1.25,roll:6000_sd:1.5,roll:6000_sd:1.75,roll:6000_sd:2.0,roll:6000_sd:2.25,roll:6000_sd:2.5,roll:6000_sd:2.75,roll:6000_sd:3.0,roll:6000_sd:3.25,roll:6000_sd:3.5,roll:6000_sd:3.75,roll:6000_sd:4.0,roll:6500_sd:0.5,roll:6500_sd:0.75,roll:6500_sd:1.0,roll:6500_sd:1.25,roll:6500_sd:1.5,roll:6500_sd:1.75,roll:6500_sd:2.0,roll:6500_sd:2.25,roll:6500_sd:2.5,roll:6500_sd:2.75,roll:6500_sd:3.0,roll:6500_sd:3.25,roll:6500_sd:3.5,roll:6500_sd:3.75,roll:6500_sd:4.0,roll:7000_sd:0.5,roll:7000_sd:0.75,roll:7000_sd:1.0,roll:7000_sd:1.25,roll:7000_sd:1.5,roll:7000_sd:1.75,roll:7000_sd:2.0,roll:7000_sd:2.25,roll:7000_sd:2.5,roll:7000_sd:2.75,roll:7000_sd:3.0,roll:7000_sd:3.25,roll:7000_sd:3.5,roll:7000_sd:3.75,roll:7000_sd:4.0,roll:7500_sd:0.5,roll:7500_sd:0.75,roll:7500_sd:1.0,roll:7500_sd:1.25,roll:7500_sd:1.5,roll:7500_sd:1.75,roll:7500_sd:2.0,roll:7500_sd:2.25,roll:7500_sd:2.5,roll:7500_sd:2.75,roll:7500_sd:3.0,roll:7500_sd:3.25,roll:7500_sd:3.5,roll:7500_sd:3.75,roll:7500_sd:4.0,roll:8000_sd:0.5,roll:8000_sd:0.75,roll:8000_sd:1.0,roll:8000_sd:1.25,roll:8000_sd:1.5,roll:8000_sd:1.75,roll:8000_sd:2.0,roll:8000_sd:2.25,roll:8000_sd:2.5,roll:8000_sd:2.75,roll:8000_sd:3.0,roll:8000_sd:3.25,roll:8000_sd:3.5,roll:8000_sd:3.75,roll:8000_sd:4.0
2015-02-25,7,7,7,6,6,4,3,3,3,1,1,0,0,0,0,4,4,4,3,3,2,2,2,2,1,1,0,0,0,0,4,4,4,3,1,1,1,1,1,1,1,0,0,0,0,6,6,4,3,1,1,1,1,1,1,0,0,0,0,0,6,6,6,3,1,1,1,1,0,0,0,0,0,0,0,4,4,4,3,1,1,1,1,0,0,0,0,0,0,0,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,10,10,10,9,9,9,8,5,5,3,3,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0
2015-02-26,11,11,11,11,10,10,8,6,5,4,2,1,1,1,0,12,12,12,12,9,6,6,6,3,2,1,1,1,0,0,10,10,10,10,9,6,6,6,2,2,2,1,0,0,0,11,11,11,10,9,6,6,5,2,2,0,0,0,0,0,13,13,13,10,7,5,4,2,2,2,2,0,0,0,0,11,11,11,7,6,4,2,2,2,2,2,0,0,0,0,13,13,13,9,6,4,2,2,2,1,1,0,0,0,0,13,13,13,9,4,2,2,2,0,0,0,0,0,0,0,13,13,13,9,6,2,2,0,0,0,0,0,0,0,0,12,12,12,12,12,12,10,9,6,6,4,3,1,1,1,13,13,13,9,4,2,0,0,0,0,0,0,0,0,0,11,11,11,7,4,2,0,0,0,0,0,0,0,0,0,11,11,11,7,4,2,0,0,0,0,0,0,0,0,0,11,11,11,7,4,2,0,0,0,0,0,0,0,0,0,11,11,11,7,4,2,0,0,0,0,0,0,0,0,0,11,11,11,7,4,2,0,0,0,0,0,0,0,0,0
2015-02-27,17,17,17,17,17,17,10,7,6,4,4,4,3,2,0,15,15,15,15,15,15,11,8,5,4,4,3,2,0,0,12,12,12,12,12,12,9,9,5,3,3,3,2,1,0,11,11,11,11,11,11,9,7,5,3,3,3,2,1,0,11,11,11,11,11,11,9,7,4,3,3,2,1,0,0,8,8,8,8,8,8,7,5,4,3,2,2,1,0,0,10,10,10,10,10,8,5,5,4,3,2,2,1,0,0,11,11,11,11,11,6,5,5,4,3,2,2,1,0,0,14,14,14,14,14,6,5,5,4,3,2,2,1,0,0,16,16,16,16,16,14,10,7,5,5,5,3,2,1,1,14,14,14,14,14,8,5,5,4,3,2,2,1,0,0,14,14,14,14,14,8,5,5,4,3,2,2,1,0,0,14,14,14,14,14,8,5,5,4,3,2,2,1,0,0,14,14,14,14,14,8,5,5,4,3,2,2,1,0,0,14,14,14,14,14,8,5,5,4,3,2,2,1,0,0,14,14,14,14,14,8,5,5,4,3,2,2,1,0,0
2015-03-02,29,29,29,27,26,17,14,8,6,4,4,2,2,1,1,24,24,24,22,22,17,10,7,5,4,3,2,1,1,1,21,21,21,21,19,15,8,5,3,3,3,1,1,1,1,21,21,21,21,18,15,9,6,3,3,3,1,1,1,1,21,21,21,21,15,15,8,6,3,3,3,1,1,0,0,19,19,19,19,15,15,9,4,3,3,3,0,0,0,0,20,20,20,20,15,15,10,4,3,2,2,0,0,0,0,20,20,20,20,15,15,8,5,2,2,2,0,0,0,0,22,22,22,22,15,15,8,5,2,2,2,0,0,0,0,33,33,33,31,29,25,19,13,9,5,4,4,2,2,2,22,22,22,22,15,15,8,4,2,2,2,0,0,0,0,22,22,22,22,15,15,7,4,2,2,2,0,0,0,0,22,22,22,22,15,15,7,4,2,2,2,0,0,0,0,22,22,22,21,16,15,7,4,2,2,2,0,0,0,0,22,22,22,21,16,15,7,4,2,2,2,0,0,0,0,23,23,23,21,16,14,7,4,2,2,2,0,0,0,0
2015-03-03,17,17,17,17,17,15,13,6,3,3,1,1,1,1,1,15,15,15,15,11,8,6,4,3,3,1,1,1,1,1,11,11,11,11,9,7,5,4,3,1,1,1,1,1,1,9,9,9,9,9,7,5,2,1,1,1,1,1,1,1,9,9,9,9,9,5,3,2,1,1,1,1,1,1,1,7,7,7,7,6,3,3,2,1,1,1,1,1,1,0,9,9,9,9,5,3,3,2,1,1,1,1,1,0,0,9,9,9,9,9,3,3,2,1,1,1,0,0,0,0,13,13,13,13,13,3,3,2,1,1,0,0,0,0,0,18,18,18,18,18,16,14,9,7,5,1,1,1,1,1,13,13,13,13,11,3,3,2,1,0,0,0,0,0,0,13,13,13,13,11,3,3,2,1,0,0,0,0,0,0,13,13,13,13,11,3,3,2,1,0,0,0,0,0,0,13,13,13,13,11,3,3,2,1,0,0,0,0,0,0,13,13,13,13,11,3,3,2,1,0,0,0,0,0,0,13,13,13,13,11,3,3,2,1,0,0,0,0,0,0
2015-03-04,14,14,12,11,11,10,4,4,4,4,2,2,1,0,0,10,10,10,10,10,9,7,3,2,2,1,0,0,0,0,10,10,10,10,10,7,2,2,2,2,0,0,0,0,0,5,5,5,5,5,4,2,2,0,0,0,0,0,0,0,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,2,2,2,1,0,0,0,0,0,0,4,4,4,4,4,2,2,2,0,0,0,0,0,0,0,6,6,6,6,6,2,2,0,0,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0,13,13,13,13,13,13,10,10,7,5,4,2,1,1,1,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0,6,6,6,6,6,2,1,0,0,0,0,0,0,0,0
2015-03-05,14,14,14,14,14,12,9,6,3,3,1,1,1,1,1,13,13,13,13,7,5,5,4,3,2,1,1,0,0,0,11,11,11,11,9,5,5,2,1,1,0,0,0,0,0,12,12,12,12,10,5,5,2,1,1,0,0,0,0,0,12,12,12,12,10,6,5,2,1,0,0,0,0,0,0,12,12,12,12,10,5,5,2,0,0,0,0,0,0,0,12,12,12,12,10,5,5,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,19,19,19,19,19,19,17,13,10,5,3,3,1,1,1,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0,12,12,12,12,10,5,3,0,0,0,0,0,0,0,0
2015-03-06,8,8,8,8,8,8,8,7,5,1,1,1,1,0,0,4,4,4,4,4,4,4,4,3,3,1,1,1,1,0,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,9,9,9,9,9,9,5,5,5,5,4,3,1,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
2015-03-09,11,11,11,11,9,6,6,6,5,5,4,4,4,3,2,12,12,12,10,7,6,6,5,5,5,3,3,2,2,0,10,10,8,8,7,6,6,4,4,4,3,3,2,2,0,8,8,8,8,7,6,5,4,4,4,3,3,2,2,0,12,12,10,9,7,5,5,4,4,4,3,3,2,2,0,10,10,9,9,7,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,13,13,13,13,10,7,6,6,6,5,5,4,3,2,2,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0,9,9,9,8,6,5,5,4,4,4,3,3,2,2,0
2015-03-10,14,14,14,14,12,7,4,2,2,2,2,0,0,0,0,16,16,16,15,13,8,3,2,2,2,2,0,0,0,0,19,19,19,19,10,5,3,2,2,2,0,0,0,0,0,19,19,19,19,13,5,2,2,2,2,0,0,0,0,0,21,21,21,21,15,5,3,2,0,0,0,0,0,0,0,21,21,21,21,14,5,3,2,0,0,0,0,0,0,0,21,21,21,21,12,5,3,2,0,0,0,0,0,0,0,21,21,21,21,14,5,3,2,0,0,0,0,0,0,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0,19,19,19,16,14,13,11,6,3,2,2,2,1,1,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0,21,21,21,21,14,5,3,1,0,0,0,0,0,0,0
2015-03-11,12,12,12,12,10,6,6,6,3,2,1,0,0,0,0,12,12,12,12,12,5,4,3,2,2,1,0,0,0,0,12,12,12,12,10,8,2,1,0,0,0,0,0,0,0,12,12,12,12,10,5,1,1,1,0,0,0,0,0,0,12,12,12,12,8,3,1,1,1,0,0,0,0,0,0,12,12,12,12,6,3,1,1,1,0,0,0,0,0,0,12,12,12,12,6,1,1,1,1,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,12,9,8,6,4,4,1,1,1,1,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0,12,12,12,12,6,1,1,0,0,0,0,0,0,0,0
2015-03-12,5,5,5,5,5,5,5,5,5,3,3,2,1,1,0,5,5,5,5,5,5,5,5,4,4,1,1,0,0,0,5,5,5,5,5,5,5,5,4,2,2,0,0,0,0,5,5,5,5,5,5,5,5,4,2,2,0,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,8,8,8,8,8,8,8,8,7,6,4,2,2,1,1,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0
2015-03-13,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2015-03-16,9,9,9,9,9,8,5,4,3,0,0,0,0,0,0,9,9,9,9,8,6,5,4,3,0,0,0,0,0,0,9,9,9,9,7,4,4,4,3,0,0,0,0,0,0,9,9,9,8,5,3,3,2,2,0,0,0,0,0,0,8,8,8,8,5,3,2,2,2,0,0,0,0,0,0,8,8,8,8,5,3,2,2,2,0,0,0,0,0,0,8,8,8,8,5,3,2,2,1,0,0,0,0,0,0,8,8,8,8,5,3,2,1,1,0,0,0,0,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0,12,12,10,10,9,8,8,4,4,3,2,2,1,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0,8,8,8,8,7,3,1,1,1,0,0,0,0,0,0
2015-03-17,6,6,6,4,4,2,1,1,1,1,1,1,0,0,0,6,6,6,4,2,2,1,1,1,1,1,0,0,0,0,6,6,6,4,2,2,1,1,1,1,0,0,0,0,0,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,4,4,3,3,3,3,2,1,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,9,9,9,9,7,5,5,5,5,4,4,3,3,2,1,9,9,9,9,7,7,5,5,5,5,3,3,2,2,1,9,9,9,9,7,7,4,4,4,3,3,3,2,2,1,9,9,9,9,7,7,4,4,4,4,3,2,2,2,1,7,7,7,7,5,5,4,4,4,4,2,2,2,2,1,9,9,9,9,7,7,4,4,3,3,3,2,2,1,1,9,9,9,9,7,7,4,3,3,3,3,3,2,2,1,9,9,9,9,7,7,4,3,3,3,3,3,3,2,1,9,9,9,9,7,7,4,3,3,3,3,3,3,3,2,12,12,12,12,11,10,10,7,5,4,4,3,1,1,1,9,9,9,9,7,7,6,3,3,3,3,3,3,3,2,9,9,9,9,7,7,6,3,3,3,3,3,3,3,3,9,9,9,9,7,7,6,5,3,3,3,3,3,3,3,8,8,8,8,6,6,5,4,2,2,2,2,2,2,2,8,8,8,8,6,6,5,4,2,2,2,2,2,2,2,8,8,8,8,6,6,5,4,4,2,2,2,2,2,1
2015-03-19,12,12,12,12,11,11,8,8,8,6,4,2,0,0,0,12,12,12,12,11,11,9,8,7,5,1,0,0,0,0,12,12,12,12,10,8,8,6,5,4,0,0,0,0,0,11,11,11,11,8,7,7,5,3,2,0,0,0,0,0,9,9,9,9,8,7,5,3,3,2,1,0,0,0,0,8,8,8,8,8,5,5,3,3,2,1,1,0,0,0,8,8,8,8,8,5,5,3,3,2,1,1,0,0,0,8,8,8,8,8,5,5,3,3,2,1,1,0,0,0,8,8,8,8,6,6,5,3,3,2,1,1,0,0,0,17,17,17,17,17,15,15,12,10,6,2,1,1,0,0,8,8,8,8,6,6,5,3,3,2,1,1,0,0,0,6,6,6,6,6,6,5,3,3,2,1,1,0,0,0,6,6,6,6,6,6,5,3,3,2,1,1,0,0,0,6,6,6,6,6,6,5,3,3,2,1,1,0,0,0,6,6,6,6,6,6,5,3,3,2,1,1,0,0,0,6,6,6,6,6,6,5,3,3,2,1,1,0,0,0
2015-03-20,8,8,8,8,8,8,7,7,5,5,4,2,2,2,1,6,6,6,6,6,6,5,3,3,2,1,1,1,1,0,4,4,4,4,4,4,3,2,2,1,1,1,0,0,0,4,4,4,4,4,3,2,2,2,1,0,0,0,0,0,5,5,5,4,3,3,2,2,2,1,0,0,0,0,0,4,4,4,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,12,12,12,12,12,12,12,6,5,5,3,2,2,2,1,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0
2015-03-23,29,29,29,29,29,26,16,13,10,6,5,3,2,2,2,26,26,26,26,26,24,13,10,8,7,5,4,3,2,1,26,26,26,25,25,20,8,8,7,6,3,1,1,0,0,30,30,30,30,26,22,12,8,6,5,1,1,0,0,0,26,26,26,26,22,18,12,8,4,1,1,0,0,0,0,24,24,24,24,23,16,5,4,4,1,1,1,0,0,0,20,20,20,20,18,9,4,4,2,1,1,1,0,0,0,18,18,18,16,14,8,4,4,2,1,1,1,1,0,0,18,18,18,18,15,8,4,4,2,1,1,1,0,0,0,32,32,32,31,31,28,27,24,19,12,5,4,4,3,3,20,20,20,18,13,7,4,4,2,1,1,1,0,0,0,20,20,20,16,13,8,2,2,2,1,1,1,1,0,0,20,20,20,16,13,5,2,2,2,1,1,1,1,0,0,20,20,20,16,10,5,2,2,2,1,1,1,1,0,0,20,20,20,16,10,5,2,2,2,1,1,1,1,0,0,20,20,20,15,10,5,2,2,2,1,1,1,1,0,0
2015-03-24,33,33,33,33,30,27,23,16,12,6,1,0,0,0,0,29,29,29,29,27,21,18,9,6,2,2,0,0,0,0,26,26,26,26,25,21,18,6,3,2,2,0,0,0,0,27,27,27,27,26,20,11,7,3,2,1,0,0,0,0,24,24,24,24,24,15,6,3,3,1,1,0,0,0,0,22,22,22,22,20,10,6,3,2,1,1,0,0,0,0,18,18,18,18,14,8,6,2,2,1,1,0,0,0,0,16,16,16,16,16,9,6,2,2,1,1,0,0,0,0,16,16,16,16,16,9,5,2,2,1,1,0,0,0,0,36,36,36,36,35,33,29,23,15,10,7,5,3,1,1,16,16,16,16,16,7,5,2,2,1,1,0,0,0,0,16,16,16,16,16,7,5,2,2,1,1,0,0,0,0,16,16,16,16,16,10,5,2,2,1,1,0,0,0,0,16,16,16,16,16,10,5,2,2,1,1,0,0,0,0,16,16,16,16,14,10,5,2,2,1,1,0,0,0,0,16,16,16,16,14,10,5,2,2,1,1,0,0,0,0
2015-03-25,15,15,15,15,15,13,11,10,7,5,3,3,0,0,0,13,13,13,13,13,13,10,9,6,5,5,2,2,1,0,15,15,15,15,14,13,12,11,9,5,3,2,1,1,0,10,10,10,10,10,10,9,8,5,3,2,1,1,1,0,10,10,10,10,10,10,9,6,3,3,2,1,1,0,0,8,8,8,8,8,8,7,4,4,3,1,1,1,0,0,10,10,10,10,10,8,5,4,4,1,1,1,1,0,0,8,8,8,8,8,8,5,4,4,1,1,1,1,1,0,8,8,8,8,8,8,5,4,4,1,1,1,1,1,0,25,25,25,25,25,25,24,16,13,8,8,8,7,5,4,8,8,8,8,8,6,5,4,4,1,1,1,1,0,0,8,8,8,8,8,6,5,4,3,1,1,1,0,0,0,8,8,8,8,8,6,5,4,3,1,1,0,0,0,0,8,8,8,8,8,6,5,4,3,1,0,0,0,0,0,8,8,8,8,8,6,5,4,3,1,0,0,0,0,0,8,8,8,8,8,6,5,4,3,1,0,0,0,0,0
2015-03-26,12,12,12,12,12,11,10,5,5,2,2,2,2,1,1,10,10,10,10,10,9,9,5,5,3,2,1,1,0,0,10,10,10,10,10,9,8,5,4,3,1,1,0,0,0,8,8,8,8,8,7,7,4,4,2,1,0,0,0,0,8,8,8,8,8,7,7,4,2,1,0,0,0,0,0,9,9,9,9,9,8,8,2,1,0,0,0,0,0,0,9,9,9,9,9,7,5,1,0,0,0,0,0,0,0,9,9,9,9,9,5,3,0,0,0,0,0,0,0,0,7,7,7,7,7,3,2,0,0,0,0,0,0,0,0,14,14,14,14,14,13,12,11,10,6,3,2,2,2,2,6,6,6,6,6,2,2,0,0,0,0,0,0,0,0,6,6,6,6,4,2,2,0,0,0,0,0,0,0,0,6,6,6,6,4,2,2,0,0,0,0,0,0,0,0,6,6,6,6,4,2,2,0,0,0,0,0,0,0,0,6,6,6,6,4,2,2,0,0,0,0,0,0,0,0,6,6,6,6,4,2,2,0,0,0,0,0,0,0,0
