,roll:1000_sd:0.5,roll:1000_sd:0.75,roll:1000_sd:1.0,roll:1000_sd:1.25,roll:1000_sd:1.5,roll:1000_sd:1.75,roll:1000_sd:2.0,roll:1000_sd:2.25,roll:1000_sd:2.5,roll:1000_sd:2.75,roll:1000_sd:3.0,roll:1000_sd:3.25,roll:1000_sd:3.5,roll:1000_sd:3.75,roll:1000_sd:4.0,roll:1500_sd:0.5,roll:1500_sd:0.75,roll:1500_sd:1.0,roll:1500_sd:1.25,roll:1500_sd:1.5,roll:1500_sd:1.75,roll:1500_sd:2.0,roll:1500_sd:2.25,roll:1500_sd:2.5,roll:1500_sd:2.75,roll:1500_sd:3.0,roll:1500_sd:3.25,roll:1500_sd:3.5,roll:1500_sd:3.75,roll:1500_sd:4.0,roll:2000_sd:0.5,roll:2000_sd:0.75,roll:2000_sd:1.0,roll:2000_sd:1.25,roll:2000_sd:1.5,roll:2000_sd:1.75,roll:2000_sd:2.0,roll:2000_sd:2.25,roll:2000_sd:2.5,roll:2000_sd:2.75,roll:2000_sd:3.0,roll:2000_sd:3.25,roll:2000_sd:3.5,roll:2000_sd:3.75,roll:2000_sd:4.0,roll:2500_sd:0.5,roll:2500_sd:0.75,roll:2500_sd:1.0,roll:2500_sd:1.25,roll:2500_sd:1.5,roll:2500_sd:1.75,roll:2500_sd:2.0,roll:2500_sd:2.25,roll:2500_sd:2.5,roll:2500_sd:2.75,roll:2500_sd:3.0,roll:2500_sd:3.25,roll:2500_sd:3.5,roll:2500_sd:3.75,roll:2500_sd:4.0,roll:3000_sd:0.5,roll:3000_sd:0.75,roll:3000_sd:1.0,roll:3000_sd:1.25,roll:3000_sd:1.5,roll:3000_sd:1.75,roll:3000_sd:2.0,roll:3000_sd:2.25,roll:3000_sd:2.5,roll:3000_sd:2.75,roll:3000_sd:3.0,roll:3000_sd:3.25,roll:3000_sd:3.5,roll:3000_sd:3.75,roll:3000_sd:4.0,roll:3500_sd:0.5,roll:3500_sd:0.75,roll:3500_sd:1.0,roll:3500_sd:1.25,roll:3500_sd:1.5,roll:3500_sd:1.75,roll:3500_sd:2.0,roll:3500_sd:2.25,roll:3500_sd:2.5,roll:3500_sd:2.75,roll:3500_sd:3.0,roll:3500_sd:3.25,roll:3500_sd:3.5,roll:3500_sd:3.75,roll:3500_sd:4.0,roll:4000_sd:0.5,roll:4000_sd:0.75,roll:4000_sd:1.0,roll:4000_sd:1.25,roll:4000_sd:1.5,roll:4000_sd:1.75,roll:4000_sd:2.0,roll:4000_sd:2.25,roll:4000_sd:2.5,roll:4000_sd:2.75,roll:4000_sd:3.0,roll:4000_sd:3.25,roll:4000_sd:3.5,roll:4000_sd:3.75,roll:4000_sd:4.0,roll:4500_sd:0.5,roll:4500_sd:0.75,roll:4500_sd:1.0,roll:4500_sd:1.25,roll:4500_sd:1.5,roll:4500_sd:1.75,roll:4500_sd:2.0,roll:4500_sd:2.25,roll:4500_sd:2.5,roll:4500_sd:2.75,roll:4500_sd:3.0,roll:4500_sd:3.25,roll:4500_sd:3.5,roll:4500_sd:3.75,roll:4500_sd:4.0,roll:5000_sd:0.5,roll:5000_sd:0.75,roll:5000_sd:1.0,roll:5000_sd:1.25,roll:5000_sd:1.5,roll:5000_sd:1.75,roll:5000_sd:2.0,roll:5000_sd:2.25,roll:5000_sd:2.5,roll:5000_sd:2.75,roll:5000_sd:3.0,roll:5000_sd:3.25,roll:5000_sd:3.5,roll:5000_sd:3.75,roll:5000_sd:4.0,roll:500_sd:0.5,roll:500_sd:0.75,roll:500_sd:1.0,roll:500_sd:1.25,roll:500_sd:1.5,roll:500_sd:1.75,roll:500_sd:2.0,roll:500_sd:2.25,roll:500_sd:2.5,roll:500_sd:2.75,roll:500_sd:3.0,roll:500_sd:3.25,roll:500_sd:3.5,roll:500_sd:3.75,roll:500_sd:4.0,roll:5500_sd:0.5,roll:5500_sd:0.75,roll:5500_sd:1.0,roll:5500_sd:1.25,roll:5500_sd:1.5,roll:5500_sd:1.75,roll:5500_sd:2.0,roll:5500_sd:2.25,roll:5500_sd:2.5,roll:5500_sd:2.75,roll:5500_sd:3.0,roll:5500_sd:3.25,roll:5500_sd:3.5,roll:5500_sd:3.75,roll:5500_sd:4.0,roll:6000_sd:0.5,roll:6000_sd:0.75,roll:6000_sd:1.0,roll:6000_sd:1.25,roll:6000_sd:1.5,roll:6000_sd:1.75,roll:6000_sd:2.0,roll:6000_sd:2.25,roll:6000_sd:2.5,roll:6000_sd:2.75,roll:6000_sd:3.0,roll:6000_sd:3.25,roll:6000_sd:3.5,roll:6000_sd:3.75,roll:6000_sd:4.0,roll:6500_sd:0.5,roll:6500_sd:0.75,roll:6500_sd:1.0,roll:6500_sd:1.25,roll:6500_sd:1.5,roll:6500_sd:1.75,roll:6500_sd:2.0,roll:6500_sd:2.25,roll:6500_sd:2.5,roll:6500_sd:2.75,roll:6500_sd:3.0,roll:6500_sd:3.25,roll:6500_sd:3.5,roll:6500_sd:3.75,roll:6500_sd:4.0,roll:7000_sd:0.5,roll:7000_sd:0.75,roll:7000_sd:1.0,roll:7000_sd:1.25,roll:7000_sd:1.5,roll:7000_sd:1.75,roll:7000_sd:2.0,roll:7000_sd:2.25,roll:7000_sd:2.5,roll:7000_sd:2.75,roll:7000_sd:3.0,roll:7000_sd:3.25,roll:7000_sd:3.5,roll:7000_sd:3.75,roll:7000_sd:4.0,roll:7500_sd:0.5,roll:7500_sd:0.75,roll:7500_sd:1.0,roll:7500_sd:1.25,roll:7500_sd:1.5,roll:7500_sd:1.75,roll:7500_sd:2.0,roll:7500_sd:2.25,roll:7500_sd:2.5,roll:7500_sd:2.75,roll:7500_sd:3.0,roll:7500_sd:3.25,roll:7500_sd:3.5,roll:7500_sd:3.75,roll:7500_sd:4.0,roll:8000_sd:0.5,roll:8000_sd:0.75,roll:8000_sd:1.0,roll:8000_sd:1.25,roll:8000_sd:1.5,roll:8000_sd:1.75,roll:8000_sd:2.0,roll:8000_sd:2.25,roll:8000_sd:2.5,roll:8000_sd:2.75,roll:8000_sd:3.0,roll:8000_sd:3.25,roll:8000_sd:3.5,roll:8000_sd:3.75,roll:8000_sd:4.0
2015-01-19,50,50,50,50,50,46,36,27,23,8,8,6,4,1,1,52,52,52,52,47,45,36,26,16,11,8,7,6,0,0,53,53,53,51,49,41,33,19,13,11,9,5,4,1,0,47,47,47,46,43,38,31,17,13,9,6,5,3,0,0,44,44,44,43,39,36,29,15,13,8,6,4,3,1,0,43,43,43,43,43,36,28,14,9,6,5,4,3,1,1,44,44,44,44,42,35,26,11,8,5,5,4,3,2,0,42,42,42,42,42,35,26,13,6,5,5,4,3,0,0,44,44,44,44,42,34,25,15,7,5,5,3,1,0,0,58,58,58,58,58,49,40,35,27,22,16,8,4,1,1,45,45,45,45,42,34,23,15,7,5,5,2,0,0,0,49,49,49,49,45,36,21,15,7,5,5,2,0,0,0,47,47,47,47,43,34,19,13,7,5,5,2,0,0,0,46,46,46,46,42,36,17,11,6,5,5,2,0,0,0,44,44,44,44,40,34,19,13,6,5,4,1,0,0,0,42,42,42,42,38,30,17,11,7,5,3,1,0,0,0
2015-01-20,16,16,16,16,16,16,16,16,13,11,9,4,3,2,2,14,14,14,14,14,14,13,13,11,7,4,4,4,4,2,17,17,17,16,14,12,12,10,8,6,5,4,4,4,3,15,15,15,15,15,15,12,12,8,7,4,4,4,4,3,15,15,15,15,15,15,12,10,9,7,7,4,4,2,2,15,15,15,15,15,14,12,11,9,7,6,3,2,2,2,18,18,18,18,14,14,12,12,8,7,3,3,2,2,2,16,16,16,16,12,12,12,12,8,7,3,2,2,2,2,16,16,16,16,12,12,12,10,8,8,4,2,2,2,2,23,23,23,23,23,22,19,19,16,10,9,6,5,5,4,16,16,16,16,12,12,12,10,8,8,4,2,2,2,2,16,16,16,16,14,12,12,11,8,8,4,2,2,2,2,16,16,16,16,14,12,12,9,8,8,5,2,2,2,2,16,16,16,16,14,12,12,11,8,8,4,2,2,2,2,16,16,16,16,14,12,12,11,8,8,3,2,2,2,2,14,14,14,14,14,12,12,11,8,8,3,2,2,2,2
2015-01-21,23,23,23,23,23,23,20,16,10,6,5,3,0,0,0,22,22,22,22,22,20,13,13,8,6,5,4,1,0,0,18,18,18,18,18,16,11,11,7,6,6,4,3,0,0,16,16,16,16,16,16,11,11,7,6,6,4,3,1,0,14,14,14,14,14,10,9,9,8,6,6,4,3,1,0,12,12,12,11,10,10,9,9,8,6,3,1,1,1,1,12,12,12,12,12,12,9,9,6,5,5,1,1,0,0,14,14,14,14,14,10,7,7,6,4,4,0,0,0,0,13,13,13,13,12,8,7,7,4,3,3,0,0,0,0,29,28,27,27,27,27,21,20,14,8,5,4,4,2,1,12,12,12,12,12,8,5,5,4,3,3,0,0,0,0,13,13,12,12,9,8,5,5,4,3,3,0,0,0,0,11,11,10,8,8,8,5,5,4,3,3,0,0,0,0,11,11,11,8,8,8,5,5,4,3,3,0,0,0,0,11,11,9,8,8,8,5,5,4,3,3,0,0,0,0,8,8,8,8,8,8,5,5,4,3,3,0,0,0,0
2015-01-22,28,28,28,28,26,24,20,17,15,10,4,3,1,1,1,26,26,26,26,26,24,22,17,11,8,4,3,2,1,1,24,24,24,24,22,20,20,13,8,8,5,3,2,1,1,23,23,23,23,22,18,18,13,8,8,4,2,2,2,1,23,23,23,23,20,18,18,13,8,8,2,2,2,2,1,26,26,26,24,21,19,19,11,8,8,2,2,2,1,0,28,28,28,23,21,20,18,10,8,7,3,2,2,0,0,25,25,25,22,20,20,17,8,7,5,2,2,1,0,0,22,22,22,22,19,17,17,5,4,4,2,1,1,0,0,36,36,36,36,36,36,32,26,19,15,10,8,3,3,3,19,19,19,19,17,15,14,5,4,4,2,1,0,0,0,19,19,19,19,15,15,14,5,4,4,2,1,0,0,0,17,17,17,17,15,15,14,5,4,4,1,1,0,0,0,17,17,17,17,15,15,14,5,4,4,1,1,1,0,0,19,19,19,17,15,15,14,5,4,4,1,1,0,0,0,23,23,23,23,15,15,14,5,4,4,1,1,0,0,0
2015-01-23,39,39,39,39,34,29,25,20,17,12,7,6,4,2,2,37,37,37,37,35,26,20,16,12,9,6,3,2,2,1,36,36,36,34,34,26,17,12,10,6,4,2,2,0,0,33,33,33,32,29,24,16,11,7,5,4,2,2,0,0,23,23,23,23,23,22,14,9,7,7,4,2,1,0,0,22,22,22,22,22,17,9,9,6,5,4,2,1,0,0,20,20,20,20,18,17,9,7,5,4,4,2,0,0,0,20,20,20,20,15,15,6,4,4,4,4,2,0,0,0,20,20,20,20,15,13,6,4,4,4,4,2,0,0,0,42,42,42,42,41,37,33,28,18,16,10,9,6,4,3,20,20,20,20,18,13,6,4,4,4,4,1,0,0,0,20,20,20,20,18,13,5,5,4,4,4,1,0,0,0,20,20,20,20,18,13,5,5,4,4,4,2,0,0,0,18,18,18,18,18,12,5,5,4,4,4,1,0,0,0,18,18,18,18,18,12,5,5,4,4,4,1,0,0,0,21,21,21,18,18,12,5,5,4,4,4,1,0,0,0
2015-01-26,34,34,34,34,34,32,28,20,12,11,6,3,3,2,1,30,30,30,30,30,28,21,13,9,7,5,4,2,1,0,32,32,32,32,32,30,18,9,5,5,5,2,0,0,0,29,29,29,29,29,28,13,9,7,5,3,3,0,0,0,31,31,31,31,31,28,13,10,5,4,3,3,2,0,0,35,35,35,35,35,25,10,10,7,3,3,3,2,0,0,33,33,33,33,33,24,10,8,5,3,3,3,3,2,0,29,29,29,29,27,20,10,6,5,3,3,3,2,0,0,27,27,27,27,25,19,9,6,5,3,3,2,2,1,0,41,41,41,41,41,39,33,29,20,12,9,5,4,2,1,25,25,25,25,23,19,7,6,4,3,3,2,2,1,0,25,25,25,25,23,17,9,5,3,3,2,2,2,1,0,19,19,19,19,17,17,9,4,3,3,2,2,2,1,0,20,20,20,20,17,17,9,4,3,2,2,2,1,1,0,20,20,20,20,17,17,9,4,3,2,2,2,1,1,0,20,20,20,20,17,17,7,4,3,2,2,2,1,1,0
2015-01-27,22,22,22,22,16,16,14,11,8,7,7,4,2,1,0,16,16,16,16,14,12,11,10,8,7,3,2,1,1,0,19,19,19,18,15,13,10,8,7,3,2,1,1,1,0,18,18,18,15,12,11,10,8,8,3,2,1,1,1,0,16,16,16,15,12,11,10,7,5,2,2,1,1,0,0,17,17,17,15,12,10,8,6,6,2,2,1,1,0,0,19,19,19,15,10,8,8,5,5,2,2,1,1,1,0,17,17,17,13,10,8,8,5,5,2,2,1,1,1,0,19,19,19,13,10,8,8,5,3,2,2,1,1,1,0,20,20,20,20,18,16,15,15,13,12,7,4,2,1,0,19,19,19,13,10,8,8,5,3,2,2,1,1,1,0,19,19,19,13,10,8,6,3,3,2,2,1,1,1,0,19,19,19,13,10,8,6,3,3,2,2,1,1,1,0,19,19,19,13,10,8,6,3,3,2,2,1,1,1,0,19,19,19,13,10,8,4,3,3,2,2,1,1,1,0,19,19,19,13,10,8,4,3,3,2,2,1,1,1,0
2015-01-28,18,18,18,18,16,16,14,11,9,7,7,7,7,4,2,16,16,16,16,16,14,12,12,10,9,7,7,6,3,1,20,20,20,20,20,12,12,12,8,7,7,5,4,1,1,22,22,22,22,22,12,12,10,9,6,4,3,1,0,0,22,22,22,22,18,13,10,8,5,2,2,2,1,0,0,21,21,21,21,19,12,8,6,2,2,2,2,1,0,0,23,23,23,23,18,10,6,6,2,2,2,2,1,0,0,23,23,23,23,17,7,6,6,3,2,2,2,1,0,0,21,21,21,21,17,6,6,6,3,2,2,2,1,0,0,22,22,22,22,22,22,19,15,11,9,7,6,5,5,3,21,21,21,21,15,6,6,6,3,2,2,2,0,0,0,23,23,23,23,15,6,6,6,3,2,2,2,0,0,0,23,23,23,23,21,6,6,6,3,2,2,2,0,0,0,23,23,23,23,18,6,6,6,3,2,2,2,0,0,0,23,23,23,23,18,6,6,6,3,2,2,2,0,0,0,23,23,23,23,19,6,6,6,3,2,2,2,0,0,0
2015-01-29,13,13,13,13,12,9,9,9,7,4,3,3,3,2,0,12,12,12,12,11,8,8,8,7,4,3,3,3,1,0,9,9,9,9,8,5,5,5,3,3,3,3,2,1,0,11,11,11,11,10,7,7,7,3,1,1,1,0,0,0,13,13,13,13,12,7,7,3,1,1,1,0,0,0,0,14,14,14,14,13,8,4,3,1,1,0,0,0,0,0,10,10,10,10,9,6,4,2,1,1,0,0,0,0,0,8,8,8,8,7,4,1,1,1,1,0,0,0,0,0,7,7,7,7,6,3,1,1,1,1,0,0,0,0,0,16,16,16,16,16,14,14,14,9,7,6,4,2,1,0,7,7,7,7,6,3,1,1,1,0,0,0,0,0,0,7,7,7,7,6,1,1,1,0,0,0,0,0,0,0,7,7,7,7,6,1,1,1,0,0,0,0,0,0,0,7,7,7,7,6,1,1,1,0,0,0,0,0,0,0,7,7,7,7,6,1,1,1,0,0,0,0,0,0,0,7,7,7,7,6,1,1,1,0,0,0,0,0,0,0
2015-01-30,23,23,23,23,19,17,12,10,9,6,2,2,1,1,1,23,23,23,23,18,15,13,8,5,4,2,1,1,1,0,22,22,22,22,18,14,12,7,6,4,2,1,1,0,0,22,22,22,22,18,15,12,7,4,3,2,1,1,0,0,22,22,22,22,18,15,11,10,5,4,2,1,1,0,0,21,21,21,21,17,14,11,10,5,3,1,1,1,0,0,21,21,21,21,17,15,11,10,4,3,1,1,1,0,0,21,21,21,21,17,15,11,10,6,2,2,1,1,0,0,21,21,21,21,17,15,11,10,5,2,2,1,1,0,0,22,22,22,22,21,16,12,11,10,5,3,2,1,1,1,21,21,21,21,17,15,11,10,2,2,2,1,1,0,0,22,22,22,22,17,15,11,8,2,2,2,1,0,0,0,21,21,21,21,16,14,11,7,2,2,2,1,0,0,0,21,21,21,21,16,14,11,5,2,2,2,0,0,0,0,22,22,22,22,16,14,11,4,2,1,1,0,0,0,0,23,23,23,23,17,14,11,3,2,1,1,0,0,0,0
2015-02-02,16,16,16,16,16,15,11,7,7,2,1,1,0,0,0,19,19,19,19,19,16,15,8,6,1,0,0,0,0,0,14,14,14,14,14,11,11,5,3,2,0,0,0,0,0,17,17,17,17,15,13,8,2,2,2,0,0,0,0,0,15,15,15,15,13,11,6,2,2,2,1,0,0,0,0,15,15,15,15,13,10,4,2,2,2,1,0,0,0,0,15,15,15,15,13,9,4,2,2,2,1,0,0,0,0,17,17,17,17,16,7,4,2,2,1,1,0,0,0,0,17,17,17,17,16,5,4,2,2,1,1,0,0,0,0,20,20,20,20,20,20,16,11,4,4,3,2,2,1,1,17,17,17,17,16,7,4,2,1,1,1,0,0,0,0,17,17,17,17,16,5,4,2,1,1,1,0,0,0,0,17,17,17,17,16,7,4,2,1,1,1,0,0,0,0,17,17,17,17,16,7,4,2,1,1,1,0,0,0,0,17,17,17,17,16,7,4,2,1,1,1,0,0,0,0,17,17,17,17,16,7,4,2,1,1,1,0,0,0,0
2015-02-03,19,19,19,19,19,16,10,9,2,1,0,0,0,0,0,20,20,20,20,17,10,9,7,4,0,0,0,0,0,0,23,23,23,18,16,9,7,5,1,0,0,0,0,0,0,21,21,21,16,16,9,6,5,1,1,0,0,0,0,0,16,16,16,16,14,9,7,5,1,1,0,0,0,0,0,17,17,17,17,16,8,7,3,1,1,0,0,0,0,0,19,19,19,19,14,8,5,3,1,1,0,0,0,0,0,18,18,18,18,14,9,5,3,1,1,0,0,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0,26,26,26,26,25,16,15,10,8,7,2,1,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0,18,18,18,18,14,8,5,3,0,0,0,0,0,0,0
2015-02-04,14,14,13,13,13,13,13,9,7,4,2,2,2,2,1,12,12,12,11,11,11,11,8,6,3,1,1,1,1,1,12,12,12,11,11,11,11,8,4,1,1,1,1,1,1,15,15,15,15,15,15,11,8,3,1,1,1,1,0,0,16,16,16,15,15,15,11,9,4,2,1,1,1,0,0,15,15,15,15,13,13,9,7,5,1,1,1,1,1,0,15,15,15,15,13,13,9,8,4,1,1,1,1,1,0,15,15,15,15,13,13,9,8,4,2,1,1,1,1,0,15,15,15,15,13,13,9,8,7,3,1,1,1,1,0,24,24,23,23,23,23,19,16,11,6,3,2,2,2,1,16,16,16,16,14,14,8,7,4,2,0,0,0,0,0,16,16,16,16,12,12,8,8,3,2,1,1,0,0,0,16,16,16,16,10,10,8,8,3,2,1,1,0,0,0,16,16,16,16,10,10,8,8,3,2,1,1,0,0,0,16,16,16,16,10,10,8,5,2,1,1,1,0,0,0,16,16,16,16,10,10,8,5,2,1,1,1,0,0,0
2015-02-05,7,7,7,7,7,7,7,6,6,5,4,1,1,1,1,7,7,7,7,7,7,7,7,6,5,3,1,1,0,0,7,7,7,7,7,7,7,7,5,3,2,1,1,0,0,7,7,7,7,7,7,7,6,5,3,2,2,1,1,0,6,6,6,6,6,6,6,6,5,3,2,2,1,0,0,6,6,6,6,6,6,6,6,5,5,2,0,0,0,0,6,6,6,6,6,6,6,6,5,5,2,0,0,0,0,6,6,6,6,6,6,6,6,5,4,2,0,0,0,0,6,6,6,6,6,6,6,6,5,4,2,0,0,0,0,14,14,14,14,14,14,13,11,11,10,7,5,3,1,1,9,9,9,9,9,9,6,6,5,3,2,0,0,0,0,9,9,9,9,9,9,6,6,5,3,2,0,0,0,0,9,9,9,9,9,9,6,6,5,3,2,0,0,0,0,9,9,9,9,9,9,6,6,5,4,2,0,0,0,0,9,9,9,9,9,9,6,6,5,4,2,0,0,0,0,9,9,9,9,9,9,6,6,5,3,2,0,0,0,0
2015-02-06,7,7,7,7,7,7,7,7,5,4,1,1,1,0,0,9,9,9,9,9,9,8,7,7,5,1,1,0,0,0,9,9,9,9,9,9,7,4,3,2,1,1,0,0,0,7,7,7,7,7,7,7,3,3,1,1,0,0,0,0,7,7,7,7,7,7,7,5,3,1,1,0,0,0,0,7,7,7,7,7,7,7,5,2,1,1,1,0,0,0,7,7,7,7,7,7,7,5,3,1,1,0,0,0,0,7,7,7,7,7,7,7,5,4,1,1,0,0,0,0,7,7,7,7,7,7,7,5,4,1,1,0,0,0,0,9,9,9,9,9,9,9,8,6,5,4,2,1,1,0,7,7,7,7,7,7,7,5,4,1,0,0,0,0,0,7,7,7,7,7,7,7,5,4,1,0,0,0,0,0,7,7,7,7,7,7,7,5,4,1,0,0,0,0,0,7,7,7,7,7,7,7,4,4,1,0,0,0,0,0,7,7,7,7,7,7,7,4,4,1,0,0,0,0,0,7,7,7,7,7,7,7,4,4,1,0,0,0,0,0
2015-02-09,12,12,12,12,12,10,8,6,2,2,2,0,0,0,0,8,8,8,8,8,8,7,6,4,2,2,0,0,0,0,8,8,8,8,8,8,6,6,4,2,1,0,0,0,0,6,6,6,6,6,6,6,6,4,1,1,0,0,0,0,6,6,6,6,6,6,6,6,4,1,1,0,0,0,0,7,7,7,7,7,6,6,6,4,1,1,0,0,0,0,8,8,8,8,8,6,6,6,4,1,1,0,0,0,0,8,8,8,8,8,6,6,6,3,1,1,0,0,0,0,8,8,8,8,8,6,6,5,3,1,1,0,0,0,0,10,10,10,10,10,10,7,5,3,3,1,1,1,1,1,6,6,6,6,6,6,6,5,3,1,1,0,0,0,0,6,6,6,6,6,6,6,5,3,1,1,0,0,0,0,6,6,6,6,6,6,5,5,3,1,1,0,0,0,0,6,6,6,6,6,6,5,5,3,1,1,0,0,0,0,6,6,6,6,6,6,5,5,3,1,1,0,0,0,0,6,6,6,6,6,6,5,5,3,1,1,0,0,0,0
2015-02-10,5,5,5,5,5,5,5,5,4,2,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,4,4,1,1,1,1,0,0,5,5,5,5,5,5,5,4,4,1,1,1,1,0,0,5,5,5,5,5,5,5,4,4,1,1,1,1,0,0,5,5,5,5,5,5,5,4,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,7,7,7,7,7,7,7,5,3,3,2,1,1,1,1,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0,5,5,5,5,5,5,5,5,4,1,1,1,1,0,0
2015-02-11,6,6,6,6,5,4,4,4,3,2,1,0,0,0,0,5,5,5,5,5,4,4,4,4,2,1,1,0,0,0,6,6,6,6,5,4,3,3,3,2,0,0,0,0,0,6,6,6,6,4,3,3,3,3,2,0,0,0,0,0,6,6,6,6,4,3,3,3,3,3,0,0,0,0,0,4,4,4,4,4,3,3,3,3,3,0,0,0,0,0,6,6,6,6,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,8,8,8,8,8,7,6,5,3,3,2,1,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,0,0,0,0
2015-02-12,24,24,24,22,21,19,14,10,8,6,6,4,3,0,0,22,22,22,22,20,19,13,11,9,6,4,2,1,0,0,25,25,25,23,23,14,11,9,9,8,4,2,2,1,1,26,26,26,26,26,11,11,9,9,7,4,3,2,2,0,24,24,24,24,23,13,11,10,7,5,4,3,2,1,0,21,21,21,21,18,13,11,10,6,6,3,3,1,1,0,18,18,18,18,16,14,11,10,6,5,3,2,1,1,0,20,20,20,20,16,14,10,8,5,5,4,2,2,1,0,20,20,20,20,15,14,8,8,5,5,4,2,2,1,0,23,23,23,23,21,18,16,13,10,9,8,7,3,2,1,20,20,20,20,14,14,8,8,5,5,4,2,2,1,0,20,20,20,20,14,14,8,8,5,5,4,2,2,1,0,20,20,20,20,14,14,8,8,5,5,4,2,2,1,0,20,20,20,20,14,14,8,8,5,5,4,2,2,1,0,21,21,21,20,16,14,8,8,5,5,3,2,2,1,0,23,23,23,20,16,14,8,8,5,5,3,2,2,1,0
2015-02-13,17,17,17,17,17,16,13,9,7,6,4,3,0,0,0,14,14,14,14,14,12,10,8,4,3,2,1,0,0,0,14,14,14,14,14,9,7,5,3,2,1,1,0,0,0,14,14,14,14,10,8,5,4,3,1,1,1,0,0,0,12,12,12,12,9,5,4,1,1,1,1,1,0,0,0,9,9,9,9,5,5,4,1,1,1,1,1,0,0,0,7,7,7,7,5,5,1,1,1,1,1,1,0,0,0,7,7,7,7,4,3,1,1,1,1,1,1,0,0,0,7,7,7,7,3,1,1,1,1,1,1,1,0,0,0,19,19,19,19,19,17,15,11,9,7,4,3,1,1,0,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0
2015-02-16,6,6,6,6,6,6,5,5,2,1,1,1,1,0,0,6,6,6,6,5,5,5,4,1,1,1,1,0,0,0,5,5,5,5,3,3,3,1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,9,9,9,9,9,9,5,4,2,1,1,1,1,1,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0
2015-02-17,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
