,roll:1000_sd:0.5,roll:1000_sd:0.75,roll:1000_sd:1.0,roll:1000_sd:1.25,roll:1000_sd:1.5,roll:1000_sd:1.75,roll:1000_sd:2.0,roll:1000_sd:2.25,roll:1000_sd:2.5,roll:1000_sd:2.75,roll:1000_sd:3.0,roll:1000_sd:3.25,roll:1000_sd:3.5,roll:1000_sd:3.75,roll:1000_sd:4.0,roll:1500_sd:0.5,roll:1500_sd:0.75,roll:1500_sd:1.0,roll:1500_sd:1.25,roll:1500_sd:1.5,roll:1500_sd:1.75,roll:1500_sd:2.0,roll:1500_sd:2.25,roll:1500_sd:2.5,roll:1500_sd:2.75,roll:1500_sd:3.0,roll:1500_sd:3.25,roll:1500_sd:3.5,roll:1500_sd:3.75,roll:1500_sd:4.0,roll:2000_sd:0.5,roll:2000_sd:0.75,roll:2000_sd:1.0,roll:2000_sd:1.25,roll:2000_sd:1.5,roll:2000_sd:1.75,roll:2000_sd:2.0,roll:2000_sd:2.25,roll:2000_sd:2.5,roll:2000_sd:2.75,roll:2000_sd:3.0,roll:2000_sd:3.25,roll:2000_sd:3.5,roll:2000_sd:3.75,roll:2000_sd:4.0,roll:2500_sd:0.5,roll:2500_sd:0.75,roll:2500_sd:1.0,roll:2500_sd:1.25,roll:2500_sd:1.5,roll:2500_sd:1.75,roll:2500_sd:2.0,roll:2500_sd:2.25,roll:2500_sd:2.5,roll:2500_sd:2.75,roll:2500_sd:3.0,roll:2500_sd:3.25,roll:2500_sd:3.5,roll:2500_sd:3.75,roll:2500_sd:4.0,roll:3000_sd:0.5,roll:3000_sd:0.75,roll:3000_sd:1.0,roll:3000_sd:1.25,roll:3000_sd:1.5,roll:3000_sd:1.75,roll:3000_sd:2.0,roll:3000_sd:2.25,roll:3000_sd:2.5,roll:3000_sd:2.75,roll:3000_sd:3.0,roll:3000_sd:3.25,roll:3000_sd:3.5,roll:3000_sd:3.75,roll:3000_sd:4.0,roll:3500_sd:0.5,roll:3500_sd:0.75,roll:3500_sd:1.0,roll:3500_sd:1.25,roll:3500_sd:1.5,roll:3500_sd:1.75,roll:3500_sd:2.0,roll:3500_sd:2.25,roll:3500_sd:2.5,roll:3500_sd:2.75,roll:3500_sd:3.0,roll:3500_sd:3.25,roll:3500_sd:3.5,roll:3500_sd:3.75,roll:3500_sd:4.0,roll:4000_sd:0.5,roll:4000_sd:0.75,roll:4000_sd:1.0,roll:4000_sd:1.25,roll:4000_sd:1.5,roll:4000_sd:1.75,roll:4000_sd:2.0,roll:4000_sd:2.25,roll:4000_sd:2.5,roll:4000_sd:2.75,roll:4000_sd:3.0,roll:4000_sd:3.25,roll:4000_sd:3.5,roll:4000_sd:3.75,roll:4000_sd:4.0,roll:4500_sd:0.5,roll:4500_sd:0.75,roll:4500_sd:1.0,roll:4500_sd:1.25,roll:4500_sd:1.5,roll:4500_sd:1.75,roll:4500_sd:2.0,roll:4500_sd:2.25,roll:4500_sd:2.5,roll:4500_sd:2.75,roll:4500_sd:3.0,roll:4500_sd:3.25,roll:4500_sd:3.5,roll:4500_sd:3.75,roll:4500_sd:4.0,roll:5000_sd:0.5,roll:5000_sd:0.75,roll:5000_sd:1.0,roll:5000_sd:1.25,roll:5000_sd:1.5,roll:5000_sd:1.75,roll:5000_sd:2.0,roll:5000_sd:2.25,roll:5000_sd:2.5,roll:5000_sd:2.75,roll:5000_sd:3.0,roll:5000_sd:3.25,roll:5000_sd:3.5,roll:5000_sd:3.75,roll:5000_sd:4.0,roll:500_sd:0.5,roll:500_sd:0.75,roll:500_sd:1.0,roll:500_sd:1.25,roll:500_sd:1.5,roll:500_sd:1.75,roll:500_sd:2.0,roll:500_sd:2.25,roll:500_sd:2.5,roll:500_sd:2.75,roll:500_sd:3.0,roll:500_sd:3.25,roll:500_sd:3.5,roll:500_sd:3.75,roll:500_sd:4.0,roll:5500_sd:0.5,roll:5500_sd:0.75,roll:5500_sd:1.0,roll:5500_sd:1.25,roll:5500_sd:1.5,roll:5500_sd:1.75,roll:5500_sd:2.0,roll:5500_sd:2.25,roll:5500_sd:2.5,roll:5500_sd:2.75,roll:5500_sd:3.0,roll:5500_sd:3.25,roll:5500_sd:3.5,roll:5500_sd:3.75,roll:5500_sd:4.0,roll:6000_sd:0.5,roll:6000_sd:0.75,roll:6000_sd:1.0,roll:6000_sd:1.25,roll:6000_sd:1.5,roll:6000_sd:1.75,roll:6000_sd:2.0,roll:6000_sd:2.25,roll:6000_sd:2.5,roll:6000_sd:2.75,roll:6000_sd:3.0,roll:6000_sd:3.25,roll:6000_sd:3.5,roll:6000_sd:3.75,roll:6000_sd:4.0,roll:6500_sd:0.5,roll:6500_sd:0.75,roll:6500_sd:1.0,roll:6500_sd:1.25,roll:6500_sd:1.5,roll:6500_sd:1.75,roll:6500_sd:2.0,roll:6500_sd:2.25,roll:6500_sd:2.5,roll:6500_sd:2.75,roll:6500_sd:3.0,roll:6500_sd:3.25,roll:6500_sd:3.5,roll:6500_sd:3.75,roll:6500_sd:4.0,roll:7000_sd:0.5,roll:7000_sd:0.75,roll:7000_sd:1.0,roll:7000_sd:1.25,roll:7000_sd:1.5,roll:7000_sd:1.75,roll:7000_sd:2.0,roll:7000_sd:2.25,roll:7000_sd:2.5,roll:7000_sd:2.75,roll:7000_sd:3.0,roll:7000_sd:3.25,roll:7000_sd:3.5,roll:7000_sd:3.75,roll:7000_sd:4.0,roll:7500_sd:0.5,roll:7500_sd:0.75,roll:7500_sd:1.0,roll:7500_sd:1.25,roll:7500_sd:1.5,roll:7500_sd:1.75,roll:7500_sd:2.0,roll:7500_sd:2.25,roll:7500_sd:2.5,roll:7500_sd:2.75,roll:7500_sd:3.0,roll:7500_sd:3.25,roll:7500_sd:3.5,roll:7500_sd:3.75,roll:7500_sd:4.0,roll:8000_sd:0.5,roll:8000_sd:0.75,roll:8000_sd:1.0,roll:8000_sd:1.25,roll:8000_sd:1.5,roll:8000_sd:1.75,roll:8000_sd:2.0,roll:8000_sd:2.25,roll:8000_sd:2.5,roll:8000_sd:2.75,roll:8000_sd:3.0,roll:8000_sd:3.25,roll:8000_sd:3.5,roll:8000_sd:3.75,roll:8000_sd:4.0
2015-04-24,16,16,16,16,16,16,16,16,16,16,8,4,3,2,2,14,14,14,14,14,14,14,14,14,11,6,2,2,2,1,14,14,14,14,14,14,14,14,14,12,4,2,1,1,0,13,13,13,13,13,13,13,13,13,12,7,2,1,0,0,12,12,12,12,12,12,12,12,12,10,6,2,2,1,0,12,12,12,12,12,12,12,12,10,8,6,2,2,1,0,8,8,8,8,8,8,8,8,8,8,3,2,2,1,0,8,8,8,8,8,8,8,8,8,8,3,2,2,2,0,8,8,8,8,8,8,8,8,8,8,2,2,2,2,0,14,14,14,14,14,14,14,14,14,14,6,6,3,2,2,8,8,8,8,8,8,8,8,8,6,2,2,2,2,0,10,10,10,10,10,10,10,8,6,4,2,2,2,2,0,10,10,10,10,10,10,10,8,6,4,2,2,2,2,0,10,10,10,10,10,10,10,8,4,4,2,2,2,2,0,10,10,10,10,10,10,10,8,4,2,2,2,2,2,0,10,10,10,10,10,10,10,8,2,2,2,2,2,2,1
2015-04-27,20,20,20,20,20,20,20,20,17,13,8,6,6,4,1,18,18,18,18,18,18,17,14,14,9,6,4,4,1,1,18,18,18,18,18,18,18,13,7,7,5,4,4,1,1,23,23,23,23,23,23,23,14,7,6,4,4,3,1,1,21,21,21,21,21,19,17,13,6,6,4,3,3,1,1,19,19,19,19,19,16,14,11,6,4,3,3,1,1,1,20,20,20,20,20,18,16,14,6,4,3,3,3,1,1,19,19,19,19,19,18,14,13,6,4,3,3,3,1,1,18,18,18,18,18,18,14,12,6,4,3,3,1,1,1,24,24,24,24,24,24,24,24,23,17,10,8,3,2,1,18,18,18,18,18,18,16,11,7,4,3,3,1,1,1,18,18,18,18,18,18,16,10,7,6,3,3,1,1,1,18,18,18,18,18,18,16,10,7,6,3,3,1,1,1,18,18,18,18,18,17,13,10,7,6,3,1,1,1,1,19,19,19,19,19,19,17,10,7,6,1,1,1,1,1,20,20,20,20,20,20,18,10,7,6,1,1,1,1,1
2015-04-28,20,20,20,20,20,20,18,15,14,13,8,4,3,2,1,20,20,20,20,20,20,16,16,16,11,6,4,3,2,0,20,20,20,20,20,20,16,16,16,10,9,4,2,0,0,20,20,20,20,20,20,16,16,15,12,7,4,0,0,0,19,19,19,19,19,19,14,14,12,11,5,2,0,0,0,18,18,18,18,18,18,14,14,12,11,5,2,2,0,0,18,18,18,18,18,18,14,12,12,11,4,2,2,0,0,17,17,17,17,17,17,13,12,12,9,6,2,1,0,0,18,18,18,18,18,18,14,12,12,8,4,1,1,0,0,19,19,19,19,19,19,17,17,16,13,9,5,4,4,1,18,18,18,18,18,18,14,10,10,6,2,1,1,1,0,16,16,16,16,16,16,12,10,10,5,2,1,1,1,0,16,16,16,16,16,16,12,11,8,5,1,1,1,1,0,16,16,16,16,16,16,12,9,8,3,1,1,1,0,0,16,16,16,16,16,16,12,9,6,2,1,1,1,1,0,16,16,16,16,16,16,10,6,6,4,1,1,1,0,0
2015-04-29,13,13,13,13,13,13,13,13,12,8,6,5,3,3,2,10,10,10,10,10,10,10,10,9,6,5,3,3,2,2,12,12,12,12,12,12,12,12,7,6,4,4,3,2,2,9,9,9,9,9,9,9,9,6,5,3,3,3,2,0,7,7,7,7,7,7,7,7,6,4,3,3,3,1,0,7,7,7,7,7,7,7,7,6,4,3,2,1,1,0,7,7,7,7,7,7,7,7,5,2,1,1,0,0,0,8,8,8,8,7,7,6,6,4,3,1,1,0,0,0,8,8,8,8,8,6,6,5,4,2,1,1,1,0,0,17,17,17,17,17,17,17,17,14,11,9,5,4,3,2,8,8,8,8,8,6,6,5,4,1,1,1,0,0,0,8,8,8,8,8,6,5,5,4,2,1,1,0,0,0,9,9,9,9,9,7,5,5,4,2,1,1,0,0,0,9,9,9,9,9,9,5,5,4,2,1,1,0,0,0,9,9,9,9,9,9,5,5,4,2,1,1,0,0,0,9,9,9,9,9,9,6,5,3,1,1,1,0,0,0
2015-04-30,11,11,11,11,11,11,11,10,10,7,5,2,1,1,0,10,10,10,10,10,10,10,9,8,4,1,1,0,0,0,11,11,11,11,11,11,11,10,8,1,1,1,1,0,0,9,9,9,9,9,9,9,6,3,1,1,1,1,0,0,8,8,8,8,8,8,8,6,2,1,1,0,0,0,0,8,8,8,8,8,8,8,5,1,1,1,0,0,0,0,8,8,8,8,8,6,6,1,1,1,1,0,0,0,0,10,10,10,10,10,8,8,1,1,1,0,0,0,0,0,6,6,6,6,6,4,4,1,0,0,0,0,0,0,0,12,12,12,12,12,12,12,11,11,10,6,4,3,2,1,6,6,6,6,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
2015-05-04,11,11,11,11,11,10,10,8,7,4,2,2,2,2,0,11,11,11,11,11,10,8,6,5,4,2,2,2,2,1,13,13,13,13,13,12,12,6,5,5,2,2,2,2,1,13,13,13,13,13,12,12,6,5,3,2,2,2,2,0,11,11,11,11,11,10,10,6,3,3,3,2,2,2,0,13,13,13,13,13,12,10,6,3,2,2,2,2,2,2,13,13,13,13,13,12,10,4,2,2,2,2,2,0,0,13,13,13,13,13,12,10,6,2,2,2,2,0,0,0,11,11,11,11,11,10,8,4,2,2,2,2,0,0,0,15,15,15,15,15,14,14,11,7,5,3,2,2,2,2,11,11,11,11,11,10,8,4,2,2,2,2,0,0,0,11,11,11,11,11,10,8,4,2,2,2,2,0,0,0,11,11,11,11,11,10,8,6,2,2,2,0,0,0,0,11,11,11,11,11,10,8,6,2,2,0,0,0,0,0,11,11,11,11,11,10,8,4,2,1,0,0,0,0,0,11,11,11,11,11,10,8,4,2,1,0,0,0,0,0
2015-05-05,16,16,16,16,16,16,16,16,16,14,7,3,1,1,1,14,14,14,14,14,14,14,14,10,6,3,2,0,0,0,12,12,12,12,12,12,12,12,10,7,4,2,1,0,0,12,12,12,12,12,12,12,12,9,5,4,1,1,0,0,12,12,12,12,12,12,12,12,6,4,4,1,1,1,0,12,12,12,12,12,12,12,9,6,4,3,1,0,0,0,10,10,10,10,10,10,10,10,4,4,3,1,0,0,0,10,10,10,10,10,10,10,8,4,3,3,0,0,0,0,10,10,10,10,10,10,10,8,4,3,3,0,0,0,0,18,18,18,18,18,18,18,18,17,14,6,3,2,1,1,8,8,8,8,8,8,8,8,4,3,3,0,0,0,0,8,8,8,8,8,8,8,8,3,3,3,0,0,0,0,8,8,8,8,8,8,8,8,3,3,3,0,0,0,0,8,8,8,8,8,8,8,6,3,3,2,0,0,0,0,8,8,8,8,8,8,8,6,3,3,2,0,0,0,0,8,8,8,8,8,8,8,7,3,3,2,0,0,0,0
2015-05-06,49,49,48,44,41,41,41,40,29,20,15,8,5,3,2,38,38,37,33,30,30,30,28,20,17,10,8,5,2,1,34,34,33,29,26,25,22,22,15,13,9,7,6,1,1,33,33,32,28,25,24,20,15,13,13,7,7,4,1,1,33,33,32,28,25,25,25,13,11,7,5,4,4,2,1,32,32,31,27,24,24,20,12,11,7,6,4,4,3,1,30,30,29,25,22,20,19,13,11,7,7,4,4,3,1,26,26,25,21,18,18,15,13,11,9,7,4,4,1,1,24,24,23,19,16,15,13,11,11,7,6,5,4,1,1,61,61,60,56,53,53,51,51,38,32,25,12,8,6,4,25,25,24,20,17,16,13,9,9,7,5,5,4,1,1,27,27,26,22,19,19,13,9,9,7,5,5,5,1,1,26,26,25,21,18,18,15,11,7,6,5,5,5,2,1,23,23,22,18,15,15,14,9,7,7,5,5,5,1,1,24,24,23,19,16,16,13,7,7,7,5,5,3,1,1,27,27,26,22,19,19,12,7,7,6,5,3,3,1,0
2015-05-07,27,27,27,27,27,27,26,26,23,19,11,9,3,3,1,27,27,27,27,27,27,24,24,23,12,6,3,3,2,1,28,28,28,28,28,28,27,23,19,10,4,3,3,3,2,28,28,28,28,28,28,27,23,21,9,4,3,3,3,0,28,28,28,28,28,28,27,23,17,8,4,3,3,2,2,28,28,28,28,28,28,27,23,16,4,4,3,3,2,2,26,26,26,26,26,26,25,21,16,4,4,2,2,2,1,26,26,26,26,26,26,25,21,15,4,2,2,2,2,1,26,26,26,26,26,26,25,21,15,2,2,2,2,2,1,29,29,29,29,29,29,28,28,26,22,12,8,5,3,1,29,29,29,29,29,29,28,23,17,2,2,2,2,2,1,29,29,29,29,29,29,28,24,17,2,2,2,2,2,1,29,29,29,29,29,29,28,24,11,2,2,2,2,2,1,29,29,29,29,29,29,28,24,11,2,2,2,2,2,1,29,29,29,29,29,29,28,23,11,2,2,2,2,2,1,29,29,29,29,29,29,28,23,6,2,2,2,2,2,1
2015-05-08,17,17,17,17,17,17,17,17,16,14,11,7,3,1,1,17,17,17,17,17,17,17,17,15,13,8,5,2,1,0,16,16,16,16,16,16,16,15,14,11,6,4,2,1,0,16,16,16,16,16,16,16,15,11,6,5,3,1,1,0,16,16,16,16,16,16,16,14,10,6,3,1,1,0,0,14,14,14,14,14,14,14,14,10,4,3,2,0,0,0,14,14,14,14,14,14,14,14,8,4,3,0,0,0,0,14,14,14,14,14,14,14,12,9,3,3,1,0,0,0,14,14,14,14,14,14,14,12,6,3,3,1,0,0,0,20,20,20,20,20,20,20,20,19,17,11,6,4,3,1,14,14,14,14,14,14,14,11,6,3,3,1,1,0,0,14,14,14,14,14,14,13,11,6,3,3,1,1,0,0,11,11,11,11,11,11,11,11,5,3,3,1,1,0,0,11,11,11,11,11,11,11,10,5,3,3,1,1,1,0,11,11,11,11,11,11,10,10,5,3,3,1,1,1,0,11,11,11,11,11,11,10,10,5,3,3,1,1,1,0
2015-05-11,21,21,21,21,21,21,20,19,15,12,6,3,3,2,2,19,19,19,19,19,19,17,15,14,11,6,4,3,2,1,17,17,17,17,17,15,15,15,12,8,5,4,2,0,0,16,16,16,16,16,16,14,14,11,10,5,4,3,0,0,15,15,15,15,15,15,15,13,10,10,5,5,3,0,0,15,15,15,15,15,15,15,13,12,10,5,3,3,1,0,15,15,15,15,15,15,15,13,12,9,5,5,3,2,0,15,15,15,15,15,15,15,15,11,9,5,3,3,2,0,15,15,15,15,15,15,15,15,11,8,5,3,3,1,0,23,23,23,23,23,21,21,21,20,20,12,4,2,2,2,15,15,15,15,15,15,15,15,11,7,5,3,3,1,1,15,15,15,15,15,15,15,15,11,7,5,3,2,1,1,15,15,15,15,15,15,15,15,11,6,5,3,2,1,1,15,15,15,15,15,15,15,15,10,5,3,3,2,1,1,15,15,15,15,15,15,15,15,11,5,3,3,3,1,1,15,15,15,15,15,15,15,15,11,5,3,3,3,1,1
2015-05-12,16,16,16,16,16,16,16,15,15,14,9,6,2,1,1,16,16,16,16,16,16,16,16,15,11,9,4,2,2,1,18,18,18,18,18,18,15,13,11,9,9,4,3,1,1,16,16,16,16,16,16,12,11,11,6,5,2,1,0,0,17,17,16,15,15,15,10,10,10,6,5,2,0,0,0,15,15,15,14,14,11,11,10,10,5,3,0,0,0,0,10,10,10,10,9,9,9,8,8,4,3,0,0,0,0,10,10,10,10,9,9,9,8,6,5,3,0,0,0,0,8,8,8,7,7,7,6,6,6,4,3,0,0,0,0,16,16,16,16,16,16,15,15,15,13,9,7,6,3,2,8,8,8,7,7,7,6,6,6,3,1,0,0,0,0,8,8,8,7,7,6,6,4,4,3,1,0,0,0,0,5,5,5,4,4,4,4,4,4,3,1,0,0,0,0,5,5,4,4,4,4,4,4,4,3,1,0,0,0,0,5,5,4,4,4,4,4,4,4,3,1,0,0,0,0,4,4,4,4,4,4,4,4,4,3,1,0,0,0,0
2015-05-13,9,9,9,9,9,9,9,9,7,7,6,4,3,3,1,10,10,10,10,10,9,9,7,7,7,6,3,2,2,1,9,9,9,9,9,7,7,7,6,5,5,2,2,1,1,7,7,7,7,7,7,7,5,4,3,3,3,2,1,1,6,6,6,6,6,6,6,4,3,3,3,2,2,2,1,6,6,6,6,6,6,6,4,3,2,2,2,2,2,1,6,6,6,6,6,5,4,3,2,2,2,2,2,2,1,4,4,4,4,4,4,3,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,13,13,13,13,13,13,13,10,8,8,5,4,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1
2015-05-14,13,13,13,13,13,13,12,12,12,11,9,5,2,2,0,12,12,12,12,12,12,11,11,11,11,10,4,1,1,0,12,12,12,12,12,12,11,11,11,11,7,5,1,1,1,12,12,12,12,12,12,11,11,11,10,6,5,2,1,1,11,11,11,11,11,11,10,10,10,10,5,4,1,1,1,11,11,11,11,11,11,10,10,10,10,5,4,1,1,1,11,11,11,11,11,11,10,10,10,8,5,2,1,1,1,11,11,11,11,11,11,10,10,8,6,5,2,1,1,1,11,11,11,11,11,11,10,10,6,6,5,2,1,1,1,16,16,16,16,16,16,16,16,15,9,6,5,3,2,2,12,12,12,12,12,12,11,11,6,6,5,1,1,1,1,12,12,12,12,12,12,11,11,6,6,5,1,1,1,1,11,11,11,11,11,11,10,10,6,5,4,1,1,1,1,11,11,11,11,11,11,10,10,6,5,4,1,1,1,1,11,11,11,11,11,11,10,10,8,5,4,1,1,1,1,11,11,11,11,11,11,10,10,6,5,4,1,1,1,1
2015-05-15,7,7,7,7,7,7,7,7,7,7,5,2,2,1,1,7,7,7,7,7,7,7,7,7,7,5,3,3,1,1,7,7,7,7,7,7,7,7,7,7,5,2,2,0,0,7,7,7,7,7,7,7,7,7,7,3,1,0,0,0,7,7,7,7,7,7,7,5,5,3,2,2,0,0,0,7,7,7,7,7,7,7,5,5,2,2,2,0,0,0,7,7,7,7,7,7,7,5,5,2,2,2,2,0,0,7,7,7,7,7,7,7,5,5,2,2,2,2,0,0,7,7,7,7,7,7,7,5,5,2,2,2,2,0,0,9,9,9,9,9,9,9,9,8,8,5,2,2,1,1,7,7,7,7,7,7,7,5,3,2,2,2,2,0,0,7,7,7,7,7,7,7,5,3,2,2,1,0,0,0,7,7,7,7,7,7,7,5,3,0,0,0,0,0,0,7,7,7,7,7,7,7,5,3,0,0,0,0,0,0,7,7,7,7,7,7,7,5,3,2,0,0,0,0,0,7,7,7,7,7,7,7,5,3,2,0,0,0,0,0
2015-05-18,5,5,5,5,5,5,5,5,5,5,3,1,1,1,0,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,5,5,5,5,5,5,5,5,5,2,2,0,0,0,0,5,5,5,5,5,5,5,5,4,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,2,2,2,0,0,0,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,7,7,7,7,7,7,7,7,7,7,2,2,2,1,1,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,4,4,4,4,4,4,4,4,4,2,1,1,0,0,0,5,5,5,5,5,5,5,4,4,2,1,1,0,0,0,5,5,5,5,5,5,5,4,4,1,1,0,0,0,0,5,5,5,5,5,5,5,4,4,1,1,1,0,0,0,5,5,5,5,5,5,5,4,4,1,1,1,0,0,0
2015-05-19,9,9,9,9,9,9,8,8,6,4,1,1,1,1,0,7,7,7,7,7,7,6,6,4,2,1,1,1,0,0,7,7,7,7,7,7,6,6,4,4,1,1,1,0,0,7,7,7,7,7,7,6,6,4,1,1,1,1,0,0,7,7,7,7,7,7,6,6,4,1,1,1,1,0,0,5,5,5,5,5,5,4,4,2,1,1,1,1,0,0,5,5,5,5,5,5,4,4,2,1,1,1,1,0,0,6,6,6,6,6,6,5,5,3,1,1,1,1,0,0,6,6,6,6,6,6,5,5,3,1,1,1,0,0,0,9,9,9,9,9,9,8,8,7,5,3,1,1,1,0,7,7,7,7,7,7,6,6,4,1,1,1,0,0,0,7,7,7,7,7,7,6,6,3,1,1,1,0,0,0,7,7,7,7,7,7,6,6,3,1,1,0,0,0,0,7,7,7,7,7,7,6,6,3,1,1,0,0,0,0,7,7,7,7,7,7,6,6,2,1,0,0,0,0,0,7,7,7,7,7,7,6,5,2,1,0,0,0,0,0
2015-05-20,14,14,14,14,14,12,12,11,10,7,4,2,1,1,1,15,15,15,15,15,13,13,13,10,5,4,4,1,1,1,15,15,15,15,15,13,13,13,11,5,4,3,1,1,1,13,13,13,13,13,11,11,11,10,5,3,1,1,0,0,13,13,13,13,13,11,11,11,11,5,1,1,0,0,0,13,13,13,13,13,11,11,11,9,4,1,1,0,0,0,12,12,12,12,12,10,10,9,7,4,1,0,0,0,0,11,11,11,11,11,9,9,7,5,2,1,0,0,0,0,11,11,11,11,11,9,8,7,3,2,1,0,0,0,0,14,14,14,14,14,12,12,12,10,9,4,3,2,1,1,9,9,9,9,9,7,7,3,3,2,1,1,0,0,0,7,7,7,7,7,5,5,3,3,2,1,1,0,0,0,5,5,5,5,5,3,3,3,3,2,1,1,0,0,0,5,5,5,5,5,3,3,3,3,2,1,1,1,0,0,5,5,5,5,5,3,3,3,3,2,1,1,1,0,0,5,5,5,5,5,3,3,3,3,2,1,1,1,0,0
2015-05-21,6,6,6,6,6,6,6,6,6,4,3,1,1,0,0,8,8,8,8,8,8,8,8,8,5,2,0,0,0,0,8,8,8,8,8,8,8,8,8,2,0,0,0,0,0,9,9,9,9,9,9,9,9,6,2,1,0,0,0,0,7,7,7,7,7,7,7,7,4,3,1,0,0,0,0,7,7,7,7,7,7,7,5,4,2,1,0,0,0,0,7,7,7,7,7,7,7,5,5,2,0,0,0,0,0,7,7,7,7,7,7,7,5,5,0,0,0,0,0,0,7,7,7,7,7,7,7,5,2,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,4,2,2,1,1,1,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0
2015-05-22,13,13,13,13,13,13,13,13,10,6,4,1,1,1,0,9,9,9,9,9,9,9,7,6,5,4,2,1,1,0,7,7,7,7,7,7,7,7,6,5,2,1,1,1,0,6,6,6,6,6,6,6,6,6,3,1,1,0,0,0,7,7,7,7,7,7,6,6,6,4,3,1,0,0,0,8,8,8,8,8,8,8,6,6,4,1,0,0,0,0,8,8,8,8,8,8,8,6,6,3,0,0,0,0,0,8,8,8,8,8,8,8,6,6,2,0,0,0,0,0,8,8,8,8,8,8,8,6,6,0,0,0,0,0,0,14,14,14,14,14,14,14,13,11,10,5,3,3,1,1,8,8,8,8,8,8,8,6,2,1,0,0,0,0,0,8,8,8,8,8,8,8,6,2,0,0,0,0,0,0,6,6,6,6,6,6,6,4,2,0,0,0,0,0,0,8,8,8,8,8,8,8,6,2,0,0,0,0,0,0,6,6,6,6,6,6,6,4,2,0,0,0,0,0,0,6,6,6,6,6,6,6,4,1,0,0,0,0,0,0
2015-05-25,6,6,6,6,6,6,6,5,4,4,3,0,0,0,0,7,7,7,7,7,5,5,4,3,2,2,0,0,0,0,7,7,7,7,7,5,5,4,3,2,2,1,0,0,0,7,7,7,7,7,5,5,4,3,2,2,1,1,0,0,7,7,7,7,7,5,5,4,3,2,2,2,1,0,0,7,7,7,7,7,5,5,4,3,2,2,2,1,1,0,7,7,7,7,7,5,5,4,3,2,2,2,1,0,0,7,7,7,7,7,5,5,4,3,2,2,2,0,0,0,7,7,7,7,7,5,5,4,3,2,2,1,0,0,0,6,6,6,6,6,6,6,5,4,4,0,0,0,0,0,7,7,7,7,7,5,5,4,3,2,1,1,0,0,0,7,7,7,7,7,5,5,4,3,2,2,1,0,0,0,7,7,7,7,7,5,5,4,3,2,1,1,0,0,0,7,7,7,7,7,5,5,4,3,2,1,1,0,0,0,7,7,7,7,7,5,5,4,3,2,1,1,0,0,0,7,7,7,7,7,5,5,4,3,2,1,1,0,0,0
2015-05-26,12,12,12,12,12,12,12,12,10,9,5,3,2,1,1,11,11,11,11,11,11,11,11,11,9,4,2,1,1,1,11,11,11,11,11,11,11,11,11,11,7,2,1,1,0,11,11,11,11,11,11,11,11,11,7,4,1,1,1,0,11,11,11,11,11,11,11,11,11,8,1,1,1,1,1,11,11,11,11,11,11,11,11,11,7,1,1,1,1,1,11,11,11,11,11,11,11,11,11,5,3,1,1,1,1,11,11,11,11,11,11,11,11,11,3,1,1,1,1,1,11,11,11,11,11,11,11,11,11,4,1,1,1,1,1,13,13,13,13,13,13,13,13,13,8,5,4,3,2,1,11,11,11,11,11,11,11,11,11,4,1,1,1,1,1,11,11,11,11,11,11,11,11,11,4,1,1,1,1,1,11,11,11,11,11,11,11,11,11,2,2,1,1,1,1,11,11,11,11,11,11,11,11,11,2,2,1,1,1,1,11,11,11,11,11,11,11,11,9,2,2,1,1,1,1,11,11,11,11,11,11,11,11,9,2,2,1,1,1,1
