,PNL,average_draw_down,bollinger,max_draw_down,num_orders,order_profit,order_waiting,order_win,return,rolling,sharpe_ratio,stop_win,win_ratio
0,-14444.0,326.830508475,1.0,954.0,3936,-4.4498381877,2996.85005394,0.214670981661,-0.142821512928,1000,-1.63390457831,2,0.0
1,-14337.0,326.06779661,1.0,954.0,3920,-4.38786565547,3015.87973998,0.215601300108,-0.141687860788,1000,-1.61941158919,3,0.0
2,-14325.0,326.423728814,1.0,954.0,3912,-4.41973969631,3026.39045553,0.214750542299,-0.141548207373,1000,-1.61064654437,4,0.0
3,-14325.0,326.423728814,1.0,954.0,3912,-4.41973969631,3026.44468547,0.214750542299,-0.141548207373,1000,-1.61064654437,5,0.0
4,-14325.0,326.423728814,1.0,954.0,3912,-4.41973969631,3026.49240781,0.214750542299,-0.141548207373,1000,-1.61064654437,6,0.0
5,-14317.0,326.288135593,1.0,954.0,3908,-4.42453854506,3038.21389794,0.213897937025,-0.141462919526,1000,-1.60946036376,7,0.0
6,-14317.0,326.288135593,1.0,954.0,3908,-4.42453854506,3038.23127036,0.213897937025,-0.141462919526,1000,-1.60946036376,8,0.0
7,-14317.0,326.288135593,1.0,954.0,3908,-4.42453854506,3041.81216069,0.213897937025,-0.141462919526,1000,-1.60946036376,9,0.0
8,-14292.0,326.169491525,1.0,954.0,3908,-4.39739413681,3046.66123779,0.213897937025,-0.141226064955,1000,-1.60841060988,10,0.0
9,-14177.0,323.203389831,1.5,904.0,3840,-4.48504983389,3067.66555925,0.21373200443,-0.140176277656,1000,-1.64493858259,2,0.0169491525424
10,-14037.0,322.016949153,1.5,904.0,3820,-4.3986636971,3092.13474388,0.214922048998,-0.138725735385,1000,-1.6220809344,3,0.0169491525424
11,-14000.0,322.372881356,1.5,904.0,3812,-4.40356744705,3103.25752508,0.214046822742,-0.138348665066,1000,-1.61529198739,4,0.0169491525424
12,-14000.0,322.372881356,1.5,904.0,3812,-4.40356744705,3103.31326644,0.214046822742,-0.138348665066,1000,-1.61529198739,5,0.0169491525424
13,-14000.0,322.372881356,1.5,904.0,3812,-4.40356744705,3103.36231884,0.214046822742,-0.138348665066,1000,-1.61529198739,6,0.0169491525424
14,-13992.0,322.237288136,1.5,904.0,3808,-4.40848214286,3115.49665179,0.213169642857,-0.13826337722,1000,-1.61412951538,7,0.0169491525424
15,-13992.0,322.237288136,1.5,904.0,3808,-4.40848214286,3115.51450893,0.213169642857,-0.13826337722,1000,-1.61412951538,8,0.0169491525424
16,-13992.0,322.237288136,1.5,904.0,3808,-4.40848214286,3119.1953125,0.213169642857,-0.13826337722,1000,-1.61412951538,9,0.0169491525424
17,-13967.0,322.118644068,1.5,904.0,3808,-4.38058035714,3124.1796875,0.213169642857,-0.138026522649,1000,-1.61327139494,10,0.0169491525424
18,-13991.0,315.474576271,2.0,830.0,3572,-5.02392344498,3263.33373206,0.205741626794,-0.138300824381,1000,-1.69239350648,2,0.0169491525424
19,-13901.0,316.271186441,2.0,830.0,3552,-4.99398315283,3300.41997593,0.205776173285,-0.137350457486,1000,-1.66562455778,3,0.0169491525424
20,-13856.0,316.06779661,2.0,830.0,3540,-5.00603136309,3319.40168878,0.203860072376,-0.13689862228,1000,-1.6584910714,4,0.0169491525424
21,-13856.0,316.06779661,2.0,830.0,3540,-5.00603136309,3319.46200241,0.203860072376,-0.13689862228,1000,-1.6584910714,5,0.0169491525424
22,-13856.0,316.06779661,2.0,830.0,3540,-5.00603136309,3319.52834741,0.203860072376,-0.13689862228,1000,-1.6584910714,6,0.0169491525424
23,-13873.0,316.355932203,2.0,830.0,3536,-5.0422705314,3332.85990338,0.202898550725,-0.137048961201,1000,-1.65334118868,7,0.0169491525424
24,-13840.0,315.796610169,2.0,830.0,3532,-5.01813784764,3337.0713422,0.203143893591,-0.136737933868,1000,-1.65841639498,8,0.0169491525424
25,-13840.0,315.796610169,2.0,830.0,3532,-5.01813784764,3341.0592503,0.203143893591,-0.136737933868,1000,-1.65841639498,9,0.0169491525424
26,-13815.0,315.372881356,2.0,830.0,3532,-4.98790810157,3346.45949214,0.203143893591,-0.136501079297,1000,-1.6583415929,10,0.0169491525424
27,-11524.0,273.796610169,2.5,607.0,3076,-3.82724719101,3738.24438202,0.245786516854,-0.11431485406,1000,-1.66503006114,2,0.0169491525424
28,-11411.0,274.542372881,2.5,607.0,3032,-3.88730385164,3824.03994294,0.242510699001,-0.113122812053,1000,-1.62891659489,3,0.0338983050847
29,-11408.0,274.762711864,2.5,607.0,3016,-3.97564469914,3854.06876791,0.239255014327,-0.11306228127,1000,-1.62232666798,4,0.0338983050847
30,-11408.0,274.762711864,2.5,607.0,3016,-3.97564469914,3854.17621777,0.239255014327,-0.11306228127,1000,-1.62232666798,5,0.0338983050847
31,-11408.0,274.762711864,2.5,607.0,3016,-3.97564469914,3854.23209169,0.239255014327,-0.11306228127,1000,-1.62232666798,6,0.0338983050847
32,-11400.0,274.627118644,2.5,607.0,3012,-3.98134863702,3870.90674319,0.238163558106,-0.112976993423,1000,-1.62067169594,7,0.0338983050847
33,-11375.0,274.203389831,2.5,607.0,3012,-3.94548063128,3871.13916786,0.238163558106,-0.112735680682,1000,-1.6216635392,8,0.0338983050847
34,-11375.0,274.203389831,2.5,607.0,3012,-3.94548063128,3875.87087518,0.238163558106,-0.112735680682,1000,-1.6216635392,9,0.0338983050847
35,-11350.0,274.084745763,2.5,607.0,3012,-3.90961262554,3882.27833572,0.238163558106,-0.112498826111,1000,-1.62292288164,10,0.0338983050847
36,-6421.0,210.338983051,3.0,402.0,1804,,,0.371859296482,-0.0639463866256,1000,-1.22941454846,2,0.101694915254
37,-6315.0,211.593220339,3.0,402.0,1728,,,0.349206349206,-0.0628725383948,1000,-1.20365279153,3,0.118644067797
38,-6393.0,210.898305085,3.0,394.0,1692,,,0.333333333333,-0.0636399257004,1000,-1.24817445018,4,0.0847457627119
39,-6361.0,211.847457627,3.0,394.0,1676,,,0.328767123288,-0.0633508784224,1000,-1.21867957086,5,0.0847457627119
40,-6378.0,212.06779661,3.0,394.0,1672,,,0.326923076923,-0.0635280887343,1000,-1.2215629226,6,0.0847457627119
41,-6328.0,212.0,3.0,394.0,1672,,,0.326923076923,-0.0630182552116,1000,-1.20751560142,7,0.0847457627119
42,-6320.0,212.288135593,3.0,394.0,1668,,,0.325068870523,-0.0629747542069,1000,-1.20801589824,8,0.101694915254
43,-6320.0,212.288135593,3.0,394.0,1668,,,0.325068870523,-0.0629747542069,1000,-1.20801589824,9,0.101694915254
