,PNL,average_draw_down,bollinger,max_draw_down,num_orders,order_profit,order_waiting,order_win,return,rolling,sharpe_ratio,stop_win,win_ratio
0,-19222.0,396.508474576,1.0,1173.0,3072,4.83870967742,1483.88639551,0.610098176718,-0.0891819286704,1000,-1.47790151811,2,0.0677966101695
1,-18946.0,395.288135593,1.0,1182.0,3032,4.85714285714,1533.37714286,0.604285714286,-0.0879215956952,1000,-1.4680459856,3,0.0508474576271
2,-18824.0,394.915254237,1.0,1182.0,3020,4.94978479197,1545.35007174,0.602582496413,-0.0873609331108,1000,-1.45925984265,4,0.0508474576271
3,-18799.0,394.677966102,1.0,1182.0,3020,4.9856527977,1545.61979914,0.602582496413,-0.0872402184802,1000,-1.4559658364,5,0.0508474576271
4,-18799.0,394.677966102,1.0,1182.0,3020,4.9856527977,1546.58106169,0.602582496413,-0.0872402184802,1000,-1.4559658364,6,0.0508474576271
5,-18724.0,394.372881356,1.0,1182.0,3020,5.09325681492,1546.46054519,0.602582496413,-0.0868764201538,1000,-1.44371578862,7,0.0508474576271
6,-18724.0,394.372881356,1.0,1182.0,3020,5.09325681492,1546.46054519,0.602582496413,-0.0868764201538,1000,-1.44371578862,8,0.0508474576271
7,-18724.0,394.372881356,1.0,1182.0,3020,5.09325681492,1546.46054519,0.602582496413,-0.0868764201538,1000,-1.44371578862,9,0.0508474576271
8,-18724.0,394.372881356,1.0,1182.0,3020,5.09325681492,1546.46054519,0.602582496413,-0.0868764201538,1000,-1.44371578862,10,0.0508474576271
9,-18857.0,395.203389831,1.5,1228.0,2932,4.42477876106,1556.21976401,0.603244837758,-0.08758060005,1000,-1.41542964567,2,0.0677966101695
10,-18480.0,394.474576271,1.5,1203.0,2896,4.61711711712,1608.03303303,0.596096096096,-0.0858916809705,1000,-1.4179558539,3,0.0508474576271
11,-18358.0,394.101694915,1.5,1203.0,2884,4.71342383107,1621.06485671,0.594268476621,-0.0853310183862,1000,-1.40713086986,4,0.0508474576271
12,-18308.0,393.440677966,1.5,1203.0,2884,4.78883861237,1621.45550528,0.594268476621,-0.0850844225874,1000,-1.39974857218,5,0.0508474576271
13,-18309.0,393.457627119,1.5,1203.0,2880,4.7583081571,1625.32628399,0.595166163142,-0.0850894578341,1000,-1.39992648821,6,0.0508474576271
14,-18234.0,393.152542373,1.5,1203.0,2880,4.87160120846,1625.19939577,0.595166163142,-0.0847256595078,1000,-1.38846400208,7,0.0508474576271
15,-18234.0,393.152542373,1.5,1203.0,2880,4.87160120846,1625.19939577,0.595166163142,-0.0847256595078,1000,-1.38846400208,8,0.0508474576271
16,-18234.0,393.152542373,1.5,1203.0,2880,4.87160120846,1625.19939577,0.595166163142,-0.0847256595078,1000,-1.38846400208,9,0.0508474576271
17,-18234.0,393.152542373,1.5,1203.0,2880,4.87160120846,1625.19939577,0.595166163142,-0.0847256595078,1000,-1.38846400208,10,0.0508474576271
18,-16724.0,372.542372881,2.0,1056.0,2616,5.35117056856,1737.2458194,0.608695652174,-0.077677542765,1000,-1.33122488526,2,0.0508474576271
19,-16122.0,371.610169492,2.0,1031.0,2580,5.97269624573,1804.74573379,0.600682593857,-0.0749203189027,1000,-1.2692745966,3,0.0847457627119
20,-16129.0,370.830508475,2.0,1031.0,2552,5.7426597582,1837.47322971,0.597582037997,-0.0749649801747,1000,-1.28324966324,4,0.0677966101695
21,-16054.0,370.169491525,2.0,1031.0,2552,5.87219343696,1837.95854922,0.597582037997,-0.0746068021398,1000,-1.2712506096,5,0.0847457627119
22,-16081.0,370.186440678,2.0,1031.0,2544,5.67590987868,1843.44887348,0.596187175043,-0.0747303964381,1000,-1.27129204542,6,0.0847457627119
23,-16006.0,369.881355932,2.0,1031.0,2544,5.80589254766,1843.30329289,0.596187175043,-0.0743665981118,1000,-1.26183934558,7,0.0847457627119
24,-16006.0,369.881355932,2.0,1031.0,2544,5.80589254766,1843.30329289,0.596187175043,-0.0743665981118,1000,-1.26183934558,8,0.0847457627119
25,-16006.0,369.881355932,2.0,1031.0,2544,5.80589254766,1843.30329289,0.596187175043,-0.0743665981118,1000,-1.26183934558,9,0.0847457627119
26,-16006.0,369.881355932,2.0,1031.0,2544,5.80589254766,1843.30329289,0.596187175043,-0.0743665981118,1000,-1.26183934558,10,0.0847457627119
27,-14211.0,359.898305085,2.5,1309.0,2164,6.36550308008,2028.14989733,0.632443531828,-0.065934436807,1000,-1.23092469314,2,0.0677966101695
28,-13951.0,366.169491525,2.5,1322.0,2064,5.79868708972,2217.75054705,0.601750547046,-0.06473677136,1000,-1.13943813925,3,0.101694915254
29,-13886.0,366.13559322,2.5,1322.0,2024,5.48098434004,2291.03355705,0.595078299776,-0.0644370209642,1000,-1.13181334467,4,0.101694915254
30,-13711.0,365.271186441,2.5,1322.0,2024,5.87248322148,2297.08053691,0.595078299776,-0.0636021758401,1000,-1.10624099503,5,0.101694915254
31,-13712.0,365.271186441,2.5,1322.0,2020,5.82959641256,2306.52914798,0.594170403587,-0.0636200539155,1000,-1.11361098276,6,0.101694915254
32,-13638.0,365.813559322,2.5,1322.0,2016,5.95505617978,2313.99101124,0.593258426966,-0.0632513819108,1000,-1.10333175546,7,0.101694915254
33,-13563.0,365.186440678,2.5,1322.0,2016,6.12359550562,2314.71460674,0.593258426966,-0.0629088840325,1000,-1.08874466845,8,0.101694915254
34,-13563.0,365.186440678,2.5,1322.0,2016,6.12359550562,2315.81123596,0.593258426966,-0.0629088840325,1000,-1.08874466845,9,0.101694915254
35,-13615.0,365.627118644,2.5,1322.0,2008,5.92550790068,2326.8013544,0.593679458239,-0.0631491656423,1000,-1.09831810423,10,0.101694915254
36,-9147.0,319.576271186,3.0,1160.0,1448,12.6175548589,2526.89341693,0.702194357367,-0.0419715678682,1000,-0.695689632552,2,0.220338983051
37,-7834.0,318.966101695,3.0,1137.0,1356,15.9556313993,2930.71672355,0.665529010239,-0.0357740790874,1000,-0.530346234594,3,0.254237288136
38,-7526.0,320.93220339,3.0,1149.0,1300,16.6666666667,3225.60805861,0.641025641026,-0.0343099594431,1000,-0.505701975246,4,0.254237288136
39,-7256.0,325.983050847,3.0,1137.0,1284,17.0411985019,3333.1011236,0.640449438202,-0.0330753001296,1000,-0.486975128886,5,0.237288135593
40,-7198.0,325.93220339,3.0,1137.0,1268,16.3167938931,3386.92366412,0.63358778626,-0.032813464299,1000,-0.482083927675,6,0.254237288136
41,-7237.0,326.762711864,3.0,1137.0,1264,15.9615384615,3400.23846154,0.630769230769,-0.0329809196747,1000,-0.483073862733,7,0.220338983051
42,-7062.0,325.728813559,3.0,1137.0,1264,16.6346153846,3411.63846154,0.630769230769,-0.0321426055911,1000,-0.465323071944,8,0.220338983051
43,-7340.0,329.559322034,3.0,1137.0,1252,15.46692607,3474.43190661,0.630350194553,-0.033499971603,1000,-0.502303154396,9,0.220338983051
44,-7493.0,330.423728814,3.0,1137.0,1240,14.7637795276,3524.50787402,0.633858267717,-0.0342239914246,1000,-0.523498858311,10,0.220338983051
45,-4949.0,274.779661017,3.5,1287.0,824,,,0.812865497076,-0.0227596608701,1000,-0.419415397485,2,0.406779661017
46,-5116.0,291.457627119,3.5,1287.0,768,,,0.761589403974,-0.0234275946061,1000,-0.421228677281,3,0.389830508475
47,-5281.0,297.796610169,3.5,1287.0,728,,,0.702290076336,-0.0241448087784,1000,-0.414621746606,4,0.322033898305
48,-4785.0,308.593220339,3.5,1287.0,716,,,0.690476190476,-0.0216883488141,1000,-0.355512130806,5,0.338983050847
49,-4765.0,307.542372881,3.5,1287.0,700,,,0.675,-0.0216085114751,1000,-0.366441181616,6,0.389830508475
50,-4945.0,308.203389831,3.5,1287.0,680,,,0.669565217391,-0.0224800627634,1000,-0.383774219199,7,0.372881355932
51,-4798.0,308.0,3.5,1287.0,672,,,0.657657657658,-0.0217963517829,1000,-0.364254131381,8,0.372881355932
52,-4751.0,311.186440678,3.5,1287.0,660,,,0.657407407407,-0.0215896298015,1000,-0.355366187584,9,0.389830508475
53,-4778.0,312.474576271,3.5,1287.0,652,,,0.650943396226,-0.0216992904265,1000,-0.356482190694,10,0.372881355932
54,-2424.0,225.428571429,4.0,1262.0,404,,,0.921052631579,-0.0109423316731,1000,-0.267374566924,2,0.489795918367
55,-2067.0,237.244897959,4.0,1262.0,388,,,0.913043478261,-0.00918198978657,1000,-0.196347032198,3,0.510204081633
