,PNL,average_draw_down,bollinger,max_draw_down,num_orders,order_profit,order_waiting,order_win,return,rolling,sharpe_ratio,stop_win,win_ratio
0,11306.8455,372.712716102,1.0,2629.71375,5196,24.1620333598,1524.29467832,0.898332009531,0.0532901488367,1000,0.275344788758,2,0.762711864407
1,11052.21075,374.182538136,1.0,2614.926,4884,25.429787234,1625.22893617,0.891914893617,0.0519405243172,1000,0.267491166414,3,0.745762711864
2,11245.89825,374.182538136,1.0,2614.926,4836,25.8527131783,1654.36692506,0.890611541774,0.0528607345022,1000,0.271042501819,4,0.728813559322
3,8573.4975,409.364605932,1.0,2930.97225,4800,26.0190806592,1674.40329575,0.89158716392,0.0398943925336,1000,0.180942810314,5,0.71186440678
4,8639.9895,409.785686441,1.0,2930.97225,4784,26.0869565217,1700.11043478,0.891304347826,0.0402283117301,1000,0.18245735279,6,0.728813559322
5,8560.07025,409.785661017,1.0,2930.97225,4784,26.0932055749,1686.25522648,0.891114982578,0.03982684021,1000,0.180909694444,7,0.728813559322
6,8365.0815,376.734622881,1.0,2930.97225,4784,25.9233449477,1706.23083624,0.890243902439,0.0388371114027,1000,0.17375802028,8,0.728813559322
7,8350.07775,376.988923729,1.0,2930.97225,4784,25.9102787456,1706.59494774,0.890243902439,0.0387619159434,1000,0.173418173134,9,0.728813559322
8,8295.10125,376.988923729,1.0,2930.97225,4784,25.9067131648,1705.59982563,0.890148212729,0.0384879102616,1000,0.172167121883,10,0.728813559322
9,11932.407,356.516809322,1.5,2629.71375,5120,24.7784045125,1540.93875907,0.899274778405,0.0563903196939,1000,0.294147622688,2,0.779661016949
10,11907.55875,357.905898305,1.5,2614.926,4812,26.2953367876,1634.87737478,0.892918825561,0.0561733233266,1000,0.291562265335,3,0.762711864407
11,12091.40925,357.905898305,1.5,2614.926,4756,26.7556917688,1666.32924694,0.891418563923,0.0570462974739,1000,0.294605625073,4,0.745762711864
12,9259.3365,398.172699153,1.5,2930.96625,4720,26.9020300088,1689.44748455,0.892321270962,0.0432837808549,1000,0.19733193498,5,0.728813559322
13,9355.8285,398.593779661,1.5,2930.96625,4704,27.0,1715.52035398,0.89203539823,0.0437665326137,1000,0.199996567632,6,0.745762711864
14,9200.913,398.593754237,1.5,2930.96625,4704,26.9414893617,1702.79078014,0.891843971631,0.0429973325885,1000,0.195642838069,7,0.745762711864
15,9200.913,399.610716102,1.5,2930.96625,4704,26.9414893617,1723.86347518,0.891843971631,0.0429937401793,1000,0.195609899705,8,0.745762711864
16,9200.91,399.865016949,1.5,2930.96625,4704,26.9414893617,1725.25443262,0.891843971631,0.0429944095357,1000,0.195833783792,9,0.745762711864
17,9145.9335,399.865016949,1.5,2930.96625,4704,26.9387755102,1724.43833185,0.891748003549,0.0427204038538,1000,0.194551484608,10,0.745762711864
18,11479.584,346.747550847,2.0,2629.71375,4884,25.903307888,1576.59541985,0.906700593723,0.054081572085,1000,0.292403476673,2,0.745762711864
19,11819.6145,346.860978814,2.0,2614.926,4540,27.4678899083,1707.77522936,0.899082568807,0.055748985476,1000,0.304264860604,3,0.762711864407
20,12018.61425,346.421822034,2.0,2614.926,4484,27.9888268156,1749.13873371,0.897579143389,0.0566997917807,1000,0.308450718449,4,0.745762711864
21,9166.629,386.775610169,2.0,2936.0985,4444,28.1531954887,1776.89473684,0.898496240602,0.0428370466967,1000,0.201549017377,5,0.728813559322
22,9233.124,387.196690678,2.0,2936.0985,4428,28.232799246,1804.91234684,0.898209236569,0.0431752415666,1000,0.203724383153,6,0.745762711864
23,9093.20925,387.196665254,2.0,2936.0985,4428,28.1869688385,1791.72332389,0.898016997167,0.0424820216356,1000,0.199587862672,7,0.745762711864
24,9138.2175,386.942440678,2.0,2936.0985,4428,28.2294617564,1798.20396601,0.898016997167,0.0427063998996,1000,0.200783675418,8,0.745762711864
25,9153.20325,388.130033898,2.0,2936.0985,4428,28.2436260623,1817.14825307,0.898016997167,0.0427750912669,1000,0.20153853411,9,0.745762711864
26,9098.22675,388.130033898,2.0,2936.0985,4428,28.2419659735,1817.0,0.897920604915,0.0425010855851,1000,0.200210102278,10,0.745762711864
27,10194.06375,340.553860169,2.5,2629.71375,4260,,,0.90234375,0.0480450167818,1000,0.281897672071,2,0.745762711864
28,9508.5555,341.719538136,2.5,2614.926,3744,,,0.888764044944,0.0448403404607,1000,0.281976814871,3,0.762711864407
29,9670.05675,342.21640678,2.5,2614.926,3660,,,0.887096774194,0.0456453643295,1000,0.289491382919,4,0.762711864407
30,6748.974,383.114389831,2.5,2936.0985,3608,,,0.887587822014,0.0314389416423,1000,0.168118603675,5,0.745762711864
31,6485.83875,384.63695339,2.5,2936.0985,3588,,,0.886925795053,0.0301681570947,1000,0.160920670296,6,0.745762711864
32,6300.91275,384.636927966,2.5,2936.0985,3588,,,0.88665879575,0.0292522796459,1000,0.155267475324,7,0.745762711864
33,6315.9195,384.38270339,2.5,2936.0985,3588,,,0.88665879575,0.029327724066,1000,0.155714440698,8,0.745762711864
34,6356.1705,384.637004237,2.5,2936.0985,3584,,,0.886524822695,0.0295223185915,1000,0.157247217528,9,0.745762711864
35,6301.194,384.637004237,2.5,2936.0985,3584,,,0.886390532544,0.0292483129097,1000,0.155766862738,10,0.745762711864
36,9018.63525,331.364491525,3.0,2629.71375,3560,,,0.912177985948,0.0423673577581,1000,0.267546935573,2,0.745762711864
37,4942.347,370.924614407,3.0,2930.53425,2948,,,0.885507246377,0.0226903781392,1000,0.129402048991,3,0.71186440678
