,PNL,guard_coef,num_orders,rolling,sd_coef,sharpe_ratio,stop_win,win_ratio
0,3073.0,0.5,1394,1000,2,0.204523900119,0.2,0.5
1,3073.0,0.5,1394,1000,2,0.204523900119,0.6,0.5
2,3073.0,0.5,1394,1000,2,0.204523900119,1.0,0.5
3,3073.0,0.5,1394,1000,2,0.204523900119,1.4,0.5
4,3073.0,0.5,1394,1000,2,0.204523900119,1.8,0.5
5,6496.0,1.0,826,1000,2,0.353165332644,0.2,0.538461538462
6,6496.0,1.0,826,1000,2,0.353165332644,0.6,0.538461538462
7,6496.0,1.0,826,1000,2,0.353165332644,1.0,0.538461538462
8,6496.0,1.0,826,1000,2,0.353165332644,1.4,0.538461538462
9,6496.0,1.0,826,1000,2,0.353165332644,1.8,0.538461538462
10,7787.0,1.5,572,1000,2,0.473647891292,0.2,0.653846153846
11,7787.0,1.5,572,1000,2,0.473647891292,0.6,0.653846153846
12,7787.0,1.5,572,1000,2,0.473647891292,1.0,0.653846153846
13,7787.0,1.5,572,1000,2,0.473647891292,1.4,0.653846153846
14,7787.0,1.5,572,1000,2,0.473647891292,1.8,0.653846153846
15,7422.0,0.5,918,1000,3,0.512804297821,0.2,0.653846153846
16,7422.0,0.5,918,1000,3,0.512804297821,0.6,0.653846153846
17,7422.0,0.5,918,1000,3,0.512804297821,1.0,0.653846153846
18,7422.0,0.5,918,1000,3,0.512804297821,1.4,0.653846153846
19,7422.0,0.5,918,1000,3,0.512804297821,1.8,0.653846153846
20,8413.0,1.0,594,1000,3,0.573423166762,0.2,0.692307692308
21,8413.0,1.0,594,1000,3,0.573423166762,0.6,0.692307692308
22,8413.0,1.0,594,1000,3,0.573423166762,1.0,0.692307692308
23,8413.0,1.0,594,1000,3,0.573423166762,1.4,0.692307692308
24,8413.0,1.0,594,1000,3,0.573423166762,1.8,0.692307692308
25,8621.0,1.5,428,1000,3,0.650751953354,0.2,0.769230769231
26,8621.0,1.5,428,1000,3,0.650751953354,0.6,0.769230769231
27,8621.0,1.5,428,1000,3,0.650751953354,1.0,0.769230769231
28,8621.0,1.5,428,1000,3,0.650751953354,1.4,0.769230769231
29,8621.0,1.5,428,1000,3,0.650751953354,1.8,0.769230769231
30,7390.0,0.5,486,1000,4,0.562830221915,0.2,0.769230769231
31,7390.0,0.5,486,1000,4,0.562830221915,0.6,0.769230769231
32,7390.0,0.5,486,1000,4,0.562830221915,1.0,0.769230769231
33,7390.0,0.5,486,1000,4,0.562830221915,1.4,0.769230769231
34,7390.0,0.5,486,1000,4,0.562830221915,1.8,0.769230769231
35,6796.0,1.0,350,1000,4,0.524622273085,0.2,0.730769230769
36,6796.0,1.0,350,1000,4,0.524622273085,0.6,0.730769230769
37,6796.0,1.0,350,1000,4,0.524622273085,1.0,0.730769230769
38,6796.0,1.0,350,1000,4,0.524622273085,1.4,0.730769230769
39,6796.0,1.0,350,1000,4,0.524622273085,1.8,0.730769230769
40,7350.0,1.5,260,1000,4,0.606384615985,0.2,0.807692307692
41,7350.0,1.5,260,1000,4,0.606384615985,0.6,0.807692307692
42,7350.0,1.5,260,1000,4,0.606384615985,1.0,0.807692307692
43,7350.0,1.5,260,1000,4,0.606384615985,1.4,0.807692307692
44,7350.0,1.5,260,1000,4,0.606384615985,1.8,0.807692307692
45,6016.0,0.5,208,1000,5,0.646774410695,0.2,0.730769230769
46,6016.0,0.5,208,1000,5,0.646774410695,0.6,0.730769230769
47,6016.0,0.5,208,1000,5,0.646774410695,1.0,0.730769230769
48,6016.0,0.5,208,1000,5,0.646774410695,1.4,0.730769230769
49,6016.0,0.5,208,1000,5,0.646774410695,1.8,0.730769230769
50,6246.0,1.0,180,1000,5,0.780990466888,0.2,0.807692307692
51,6246.0,1.0,180,1000,5,0.780990466888,0.6,0.807692307692
52,6246.0,1.0,180,1000,5,0.780990466888,1.0,0.807692307692
53,6246.0,1.0,180,1000,5,0.780990466888,1.4,0.807692307692
54,6246.0,1.0,180,1000,5,0.780990466888,1.8,0.807692307692
55,6417.0,1.5,148,1000,5,0.75282054914,0.2,0.692307692308
56,6417.0,1.5,148,1000,5,0.75282054914,0.6,0.692307692308
57,6417.0,1.5,148,1000,5,0.75282054914,1.0,0.692307692308
58,6417.0,1.5,148,1000,5,0.75282054914,1.4,0.692307692308
59,6417.0,1.5,148,1000,5,0.75282054914,1.8,0.692307692308
60,2228.0,0.5,1338,2000,2,0.147180266689,0.2,0.538461538462
61,2228.0,0.5,1338,2000,2,0.147180266689,0.6,0.538461538462
62,2228.0,0.5,1338,2000,2,0.147180266689,1.0,0.538461538462
63,2228.0,0.5,1338,2000,2,0.147180266689,1.4,0.538461538462
64,2228.0,0.5,1338,2000,2,0.147180266689,1.8,0.538461538462
65,6364.0,1.0,914,2000,2,0.408030363577,0.2,0.538461538462
66,6364.0,1.0,914,2000,2,0.408030363577,0.6,0.538461538462
67,6364.0,1.0,914,2000,2,0.408030363577,1.0,0.538461538462
68,6364.0,1.0,914,2000,2,0.408030363577,1.4,0.538461538462
69,6364.0,1.0,914,2000,2,0.408030363577,1.8,0.538461538462
70,8068.0,1.5,618,2000,2,0.531418113838,0.2,0.692307692308
71,8068.0,1.5,618,2000,2,0.531418113838,0.6,0.692307692308
72,8068.0,1.5,618,2000,2,0.531418113838,1.0,0.692307692308
73,8068.0,1.5,618,2000,2,0.531418113838,1.4,0.692307692308
74,8068.0,1.5,618,2000,2,0.531418113838,1.8,0.692307692308
75,6480.0,0.5,818,2000,3,0.702808014461,0.2,0.730769230769
76,6480.0,0.5,818,2000,3,0.702808014461,0.6,0.730769230769
77,6480.0,0.5,818,2000,3,0.702808014461,1.0,0.730769230769
78,6480.0,0.5,818,2000,3,0.702808014461,1.4,0.730769230769
79,6480.0,0.5,818,2000,3,0.702808014461,1.8,0.730769230769
80,7050.0,1.0,586,2000,3,0.651724510528,0.2,0.769230769231
81,7050.0,1.0,586,2000,3,0.651724510528,0.6,0.769230769231
82,7050.0,1.0,586,2000,3,0.651724510528,1.0,0.769230769231
83,7050.0,1.0,586,2000,3,0.651724510528,1.4,0.769230769231
84,7050.0,1.0,586,2000,3,0.651724510528,1.8,0.769230769231
85,7483.0,1.5,422,2000,3,0.70877552594,0.2,0.807692307692
86,7483.0,1.5,422,2000,3,0.70877552594,0.6,0.807692307692
87,7483.0,1.5,422,2000,3,0.70877552594,1.0,0.807692307692
88,7483.0,1.5,422,2000,3,0.70877552594,1.4,0.807692307692
89,7483.0,1.5,422,2000,3,0.70877552594,1.8,0.807692307692
90,6725.0,0.5,378,2000,4,0.696750753601,0.2,0.846153846154
91,6725.0,0.5,378,2000,4,0.696750753601,0.6,0.846153846154
92,6725.0,0.5,378,2000,4,0.696750753601,1.0,0.846153846154
93,6725.0,0.5,378,2000,4,0.696750753601,1.4,0.846153846154
94,6725.0,0.5,378,2000,4,0.696750753601,1.8,0.846153846154
95,6526.0,1.0,318,2000,4,0.683087304103,0.2,0.769230769231
96,6526.0,1.0,318,2000,4,0.683087304103,0.6,0.769230769231
97,6526.0,1.0,318,2000,4,0.683087304103,1.0,0.769230769231
98,6526.0,1.0,318,2000,4,0.683087304103,1.4,0.769230769231
99,6526.0,1.0,318,2000,4,0.683087304103,1.8,0.769230769231
100,6698.0,1.5,246,2000,4,0.589906199184,0.2,0.692307692308
101,6698.0,1.5,246,2000,4,0.589906199184,0.6,0.692307692308
102,6698.0,1.5,246,2000,4,0.589906199184,1.0,0.692307692308
103,6698.0,1.5,246,2000,4,0.589906199184,1.4,0.692307692308
104,6698.0,1.5,246,2000,4,0.589906199184,1.8,0.692307692308
105,4120.0,0.5,158,2000,5,0.509683331942,0.2,0.769230769231
